year,team,actual_W,W_marcel,W_stan,err_marcel,err_stan
2022,DeNA,73,72.75574910464283,73.14488733770607,-0.24425089535716893,0.14488733770606643
2022,オリックス,76,75.35677244846285,75.23712725218964,-0.6432275515371515,-0.7628727478103627
2022,ソフトバンク,76,68.52695038931336,70.25001558814397,-7.473049610686644,-5.749984411856033
2022,ヤクルト,80,55.90979061175527,55.04017136451141,-24.09020938824473,-24.95982863548859
2022,ロッテ,69,56.54308029865808,55.38764736835366,-12.456919701341917,-13.612352631646338
2022,中日,66,65.16384951541174,64.61706963762198,-0.8361504845882592,-1.3829303623780191
2022,巨人,68,100.55598577805422,100.37593202791707,32.55598577805422,32.375932027917074
2022,広島,66,81.55865142367121,80.9695972879215,15.558651423671208,14.969597287921502
2022,日本ハム,59,76.32620732551874,76.5522835353401,17.326207325518737,17.552283535340095
2022,楽天,69,72.52630982519992,72.62830049533153,3.5263098251999168,3.62830049533153
2022,西武,72,60.71978335606453,62.075211573623974,-11.280216643935468,-9.924788426376026
2022,阪神,68,77.5145947792202,75.33115216338561,9.514594779220204,7.33115216338561
2023,DeNA,74,61.79021299259073,63.00429603167186,-12.209787007409268,-10.995703968328137
2023,オリックス,86,72.0595432693385,72.50957502661154,-13.940456730661495,-13.490424973388457
2023,ソフトバンク,71,78.091770901904,79.5558815738444,7.091770901903999,8.555881573844403
2023,ヤクルト,57,72.36450568447216,70.69144512961928,15.364505684472164,13.691445129619282
2023,ロッテ,70,92.89933063507023,93.96656611587709,22.89933063507023,23.966566115877086
2023,中日,56,62.829818260289144,63.58560602875998,6.829818260289144,7.585606028759983
2023,巨人,71,87.898501659605,85.86276054191302,16.898501659605003,14.862760541913019
2023,広島,74,73.73501785278981,72.31431492501446,-0.26498214721019053,-1.6856850749855425
2023,日本ハム,60,61.98959556026537,60.743976326670506,1.9895955602653714,0.7439763266705057
2023,楽天,70,55.7877318460252,55.23644555990502,-14.212268153974797,-14.763554440094978
2023,西武,65,58.14757767258135,59.2319470266874,-6.852422327418651,-5.768052973312599
2023,阪神,85,91.91864233289553,91.28964743601814,6.91864233289553,6.289647436018143
2024,DeNA,71,82.8720424952688,82.45231330375255,11.8720424952688,11.452313303752547
2024,オリックス,63,66.87043113077404,66.17625638675112,3.870431130774037,3.1762563867511204
2024,ソフトバンク,91,66.78952242091226,66.84935087250693,-24.210477579087737,-24.150649127493068
2024,ヤクルト,62,53.39199201875305,50.90831241739073,-8.60800798124695,-11.091687582609268
2024,ロッテ,71,57.61158578694947,57.65550760382504,-13.388414213050531,-13.344492396174957
2024,中日,60,50.8054213760852,50.67602642101602,-9.1945786239148,-9.323973578983981
2024,巨人,77,82.10224322337783,81.75766315300443,5.102243223377826,4.7576631530044295
2024,広島,68,80.88307616295894,78.9202720059424,12.883076162958943,10.920272005942394
2024,日本ハム,75,63.78586805872658,62.77285999984962,-11.214131941273422,-12.227140000150378
2024,楽天,67,83.4141317206475,81.78004876808744,16.414131720647504,14.78004876808744
2024,西武,49,82.13806827389722,83.0857276131642,33.13806827389722,34.085727613164195
2024,阪神,74,85.66075955407835,83.24756174063656,11.660759554078354,9.247561740636556
2025,DeNA,71,79.43030810744162,78.4911325069804,8.430308107441618,7.4911325069804064
2025,オリックス,74,100.78334929247946,100.94214876113266,26.783349292479457,26.942148761132657
2025,ソフトバンク,87,88.08125856482052,87.87124546390727,1.0812585648205157,0.8712454639072718
2025,ヤクルト,57,50.15534058817225,48.39885213937148,-6.844659411827749,-8.601147860628522
2025,ロッテ,56,63.82838181935336,65.41436942543989,7.8283818193533605,9.414369425439887
2025,中日,63,59.98989854686981,59.377170758539,-3.01010145313019,-3.622829241460998
2025,巨人,70,71.84055364769429,71.53888900651759,1.8405536476942927,1.5388890065175929
2025,広島,59,48.41374201176048,46.545513431852704,-10.586257988239517,-12.454486568147296
2025,日本ハム,83,86.90484693871176,85.13988648654839,3.9048469387117564,2.1398864865483915
2025,楽天,67,57.22684848980776,55.64745994453527,-9.773151510192243,-11.352540055464729
2025,西武,63,62.15636548664067,62.1239516819994,-0.8436345133593335,-0.8760483180005991
2025,阪神,85,88.66527754726185,86.08483637882651,3.6652775472618515,1.084836378826509
