player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year
京山 将弥,23,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2024
楠本 泰史,18,31,29,0,5,1,0,0,6,5,0,0,0,0,1,0,1,5,0,0.172,0.207,0.226,DeNA,2024
桑原 将志,106,321,285,35,77,12,0,5,104,24,8,0,9,4,19,0,4,42,6,0.27,0.365,0.321,DeNA,2024
ケイ,24,46,38,1,0,0,0,0,0,1,0,0,5,0,3,0,0,22,0,0.0,0.0,0.073,DeNA,2024
佐野 恵太,139,566,524,51,143,34,0,8,201,62,0,0,0,3,35,3,4,53,17,0.273,0.384,0.322,DeNA,2024
ジャクソン,25,51,41,1,4,0,0,0,4,1,0,0,8,0,2,0,0,28,1,0.098,0.098,0.14,DeNA,2024
柴田 竜拓,82,34,23,4,6,0,0,0,6,2,1,0,7,0,3,1,1,7,0,0.261,0.261,0.37,DeNA,2024
関根 大気,79,142,128,14,29,2,0,0,31,4,2,3,1,0,11,0,2,19,2,0.227,0.242,0.298,DeNA,2024
平良 拳太郎,4,10,10,2,2,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0.2,0.2,0.2,DeNA,2024
知野 直人,24,22,18,3,2,1,0,0,3,2,1,0,0,0,4,0,0,4,1,0.111,0.167,0.273,DeNA,2024
筒香 嘉智,57,168,149,12,28,6,3,7,61,23,0,0,0,1,16,1,2,51,5,0.188,0.409,0.274,DeNA,2024
戸柱 恭孝,46,97,90,4,22,4,0,0,26,4,0,0,1,0,5,0,1,15,5,0.244,0.289,0.292,DeNA,2024
中川 颯,29,14,12,1,3,0,0,1,6,3,0,0,2,0,0,0,0,3,0,0.25,0.5,0.25,DeNA,2024
西浦 直亨,8,17,15,3,4,0,1,0,6,1,0,0,0,0,2,1,0,5,2,0.267,0.4,0.353,DeNA,2024
濵口 遥大,11,15,14,1,3,0,0,0,3,0,0,0,0,0,1,0,0,7,0,0.214,0.214,0.267,DeNA,2024
林 琢真,63,114,102,11,17,5,1,0,24,7,6,3,2,1,8,2,1,24,2,0.167,0.235,0.232,DeNA,2024
フォード,6,22,20,1,4,0,0,1,7,2,0,0,0,0,2,0,0,2,0,0.2,0.35,0.273,DeNA,2024
牧 秀悟,133,561,517,76,152,33,0,23,254,74,11,0,0,2,37,5,5,59,13,0.294,0.491,0.346,DeNA,2024
松尾 汐恩,27,40,38,3,8,3,0,0,11,1,0,0,0,0,1,0,1,8,1,0.211,0.289,0.25,DeNA,2024
松本 隆之介,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,DeNA,2024
宮﨑 敏郎,125,469,410,49,116,24,0,14,182,56,1,1,0,1,52,11,6,29,9,0.283,0.444,0.371,DeNA,2024
森 敬斗,71,200,187,16,47,12,1,0,61,5,8,6,0,1,12,2,0,43,4,0.251,0.326,0.295,DeNA,2024
森 唯斗,14,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0.25,0.25,0.25,DeNA,2024
大和,42,94,81,4,20,1,0,0,21,3,1,0,4,3,5,0,1,12,3,0.247,0.259,0.289,DeNA,2024
山本 祐大,108,403,358,29,104,14,2,5,137,37,1,1,9,6,27,1,3,41,12,0.291,0.383,0.34,DeNA,2024
吉野 光樹,7,13,9,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0.0,0.0,0.182,DeNA,2024
度会 隆輝,75,272,251,21,64,7,1,3,82,24,2,2,1,1,12,0,7,43,6,0.255,0.327,0.306,DeNA,2024
赤星 優志,21,16,12,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0.0,0.0,0.0,巨人,2024
秋広 優人,26,48,46,5,12,1,0,0,13,1,1,0,0,0,2,0,0,12,1,0.261,0.283,0.292,巨人,2024
浅野 翔吾,40,158,146,18,35,11,2,3,59,18,1,0,2,1,7,1,2,27,2,0.24,0.404,0.282,巨人,2024
泉口 友汰,66,185,164,10,33,6,1,1,44,9,1,0,3,0,18,1,0,24,2,0.201,0.268,0.28,巨人,2024
井上 温大,25,34,28,1,4,0,0,0,4,2,0,0,5,0,1,0,0,9,0,0.143,0.143,0.172,巨人,2024
ウレーニャ,7,8,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.0,0.125,巨人,2024
オコエ 瑠偉,68,157,138,16,36,9,0,3,54,13,4,0,8,1,9,0,1,35,3,0.261,0.391,0.309,巨人,2024
大城 卓三,96,321,283,19,72,17,0,3,98,27,0,0,0,4,31,2,3,62,3,0.254,0.346,0.33,巨人,2024
岡田 悠希,4,9,7,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0.143,0.143,0.333,巨人,2024
岡本 和真,143,611,535,70,150,37,0,27,268,83,1,1,0,5,66,10,5,97,5,0.28,0.501,0.362,巨人,2024
梶谷 隆幸,6,17,16,2,3,0,0,1,6,2,0,0,0,0,1,0,0,4,1,0.188,0.375,0.235,巨人,2024
門脇 誠,129,405,350,29,85,9,1,0,96,21,9,3,16,0,37,7,2,63,3,0.243,0.274,0.319,巨人,2024
岸田 行倫,88,298,269,22,65,10,1,4,89,26,2,2,9,2,14,0,4,43,11,0.242,0.331,0.287,巨人,2024
喜多 隆介,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,巨人,2024
グリフィン,20,35,30,0,3,2,0,0,5,2,0,0,5,0,0,0,0,11,0,0.1,0.167,0.1,巨人,2024
郡 拓也,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2024
小林 誠司,42,123,105,4,16,3,0,1,22,8,1,0,7,0,9,2,2,18,1,0.152,0.21,0.233,巨人,2024
坂本 勇人,109,426,395,34,94,14,0,7,129,34,1,0,0,3,27,1,1,72,14,0.238,0.327,0.286,巨人,2024
佐々木 俊輔,59,156,143,13,33,5,1,0,40,6,2,1,3,1,9,0,0,44,3,0.231,0.28,0.275,巨人,2024
重信 慎之介,33,18,15,6,1,0,0,0,1,0,6,1,0,0,3,0,0,6,0,0.067,0.067,0.222,巨人,2024
菅野 智之,24,53,45,1,4,0,0,0,4,0,0,0,6,0,2,0,0,26,1,0.089,0.089,0.128,巨人,2024
高橋 礼,11,13,13,1,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0.154,0.154,0.154,巨人,2024
立岡 宗一郎,48,99,84,12,18,0,0,0,18,8,3,2,4,0,11,1,0,19,0,0.214,0.214,0.305,巨人,2024
長野 久義,54,98,89,5,23,3,1,0,28,14,1,1,0,0,9,1,0,25,2,0.258,0.315,0.327,巨人,2024
戸郷 翔征,26,56,39,1,2,0,0,0,2,2,0,0,16,0,1,0,0,21,1,0.051,0.051,0.075,巨人,2024
中山 礼都,32,48,44,2,14,3,0,0,17,2,0,0,0,0,4,0,0,12,1,0.318,0.386,0.375,巨人,2024
西舘 勇陽,28,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,巨人,2024
萩尾 匡也,56,163,149,13,32,8,2,2,50,12,0,2,1,1,11,1,1,41,4,0.215,0.336,0.272,巨人,2024
船迫 大雅,51,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,巨人,2024
ヘルナンデス,56,240,221,34,65,11,0,8,100,30,0,1,0,1,15,1,3,58,8,0.294,0.452,0.346,巨人,2024
堀田 賢慎,17,11,9,0,1,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0.111,0.111,0.111,巨人,2024
増田 大輝,40,38,30,4,6,1,1,0,9,4,4,1,7,0,1,0,0,6,1,0.2,0.3,0.226,巨人,2024
増田 陸,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.167,巨人,2024
又木 鉄平,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2024
松原 聖弥,9,16,13,1,2,0,0,0,2,2,0,0,0,0,3,0,0,5,0,0.154,0.154,0.313,巨人,2024
丸 佳浩,138,595,525,51,146,18,1,14,208,45,8,4,0,2,65,5,3,93,9,0.278,0.396,0.36,巨人,2024
メンデス,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2024
モンテス,46,159,151,14,41,15,0,1,59,14,1,0,0,0,7,2,1,21,3,0.272,0.391,0.308,巨人,2024
山﨑 伊織,24,53,44,1,6,2,0,0,8,4,0,0,8,0,1,0,0,19,0,0.136,0.182,0.156,巨人,2024
山瀬 慎之助,2,6,6,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.333,0.333,0.333,巨人,2024
湯浅 大,19,7,6,2,1,0,0,0,1,2,0,1,1,0,0,0,0,2,0,0.167,0.167,0.167,巨人,2024
横川 凱,12,8,4,0,1,0,0,0,1,1,0,0,4,0,0,0,0,1,0,0.25,0.25,0.25,巨人,2024
吉川 尚輝,143,602,536,65,154,25,4,5,202,46,12,5,13,6,41,2,6,61,8,0.287,0.377,0.341,巨人,2024
若林 楽人,27,44,42,3,9,1,1,1,15,7,1,0,0,0,1,0,1,11,0,0.214,0.357,0.25,巨人,2024
青木 宣親,72,129,118,9,27,5,0,0,32,9,2,0,0,1,10,2,0,17,7,0.229,0.271,0.287,ヤクルト,2024
赤羽 由紘,36,65,58,4,14,2,0,2,22,6,4,0,4,1,1,0,1,16,0,0.241,0.379,0.262,ヤクルト,2024
石川 雅規,9,12,9,0,1,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0.111,0.111,0.111,ヤクルト,2024
伊藤 琉偉,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2024
岩田 幸宏,81,140,123,19,28,2,0,1,33,7,10,0,9,0,6,2,2,22,2,0.228,0.268,0.275,ヤクルト,2024
内山 壮真,24,54,52,2,10,1,0,0,11,3,1,0,0,0,1,0,1,13,2,0.192,0.212,0.222,ヤクルト,2024
オスナ,141,585,539,54,144,28,0,17,223,72,0,3,0,3,40,3,3,91,24,0.267,0.414,0.32,ヤクルト,2024
太田 賢吾,18,50,49,5,10,1,1,0,13,5,0,0,0,0,1,0,0,14,0,0.204,0.265,0.22,ヤクルト,2024
大西 広樹,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2024
小川 泰弘,12,25,18,1,3,0,0,0,3,2,0,0,6,0,1,0,0,5,1,0.167,0.167,0.211,ヤクルト,2024
奥川 恭伸,7,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0.0,0.0,0.0,ヤクルト,2024
金久保 優斗,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2024
川端 慎吾,61,61,58,1,13,0,0,0,13,6,0,0,0,0,2,0,1,9,1,0.224,0.224,0.262,ヤクルト,2024
北村 拓己,48,49,40,2,5,0,0,1,8,4,2,1,1,2,5,0,1,8,2,0.125,0.2,0.229,ヤクルト,2024
小澤 怜史,40,15,13,0,2,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0.154,0.154,0.154,ヤクルト,2024
小森 航大郎,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ヤクルト,2024
サイスニード,24,36,28,1,3,1,0,0,4,1,0,0,8,0,0,0,0,12,0,0.107,0.143,0.107,ヤクルト,2024
サンタナ,122,484,419,57,132,29,0,17,212,70,2,1,0,4,57,1,4,101,8,0.315,0.506,0.399,ヤクルト,2024
阪口 皓亮,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,ヤクルト,2024
澤井 廉,12,27,25,1,4,0,0,1,7,4,0,0,1,0,0,0,1,12,0,0.16,0.28,0.192,ヤクルト,2024
塩見 泰隆,31,113,101,15,27,3,0,3,39,8,3,0,0,1,9,3,2,16,1,0.267,0.386,0.336,ヤクルト,2024
鈴木 叶,2,4,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,ヤクルト,2024
高梨 裕稔,8,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0.0,0.0,0.0,ヤクルト,2024
高橋 奎二,21,40,38,2,6,0,0,0,6,0,0,0,1,0,1,0,0,16,0,0.158,0.158,0.179,ヤクルト,2024
武岡 龍世,76,147,130,16,23,2,1,3,36,9,1,0,6,1,10,1,0,33,2,0.177,0.277,0.234,ヤクルト,2024
長岡 秀樹,143,611,566,63,163,25,1,6,208,58,4,1,10,3,29,2,3,70,6,0.288,0.367,0.324,ヤクルト,2024
中村 悠平,96,353,291,16,69,9,0,0,78,23,0,0,26,2,30,5,4,54,7,0.237,0.268,0.315,ヤクルト,2024
並木 秀尊,33,49,43,15,10,1,0,1,14,5,10,0,5,0,1,0,0,7,4,0.233,0.326,0.25,ヤクルト,2024
西川 遥輝,113,363,308,43,80,13,2,1,100,24,10,2,3,6,40,1,6,51,3,0.26,0.325,0.35,ヤクルト,2024
西田 明央,24,24,22,0,3,1,0,0,4,2,0,0,0,1,1,0,0,2,1,0.136,0.182,0.167,ヤクルト,2024
橋本 星哉,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2024
長谷川 宙輝,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2024
濱田 太貴,10,28,26,0,2,0,0,0,2,1,0,0,1,0,1,0,0,8,1,0.077,0.077,0.111,ヤクルト,2024
増田 珠,52,102,92,8,19,4,0,2,29,6,0,1,4,0,5,0,1,22,2,0.207,0.315,0.255,ヤクルト,2024
松本 健吾,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,0.0,0.0,ヤクルト,2024
松本 直樹,60,142,134,5,36,7,0,1,46,11,1,0,3,1,4,0,0,18,3,0.269,0.343,0.288,ヤクルト,2024
丸山 和郁,96,296,253,30,61,7,1,0,70,12,4,2,17,0,24,1,2,49,2,0.241,0.277,0.312,ヤクルト,2024
宮本 丈,60,164,147,12,38,3,0,0,41,6,1,0,4,1,11,0,1,25,3,0.259,0.279,0.313,ヤクルト,2024
村上 宗隆,143,610,500,82,122,13,1,33,236,86,10,5,0,1,105,9,4,180,6,0.244,0.472,0.379,ヤクルト,2024
ヤフーレ,23,40,36,0,1,0,0,0,1,0,0,0,4,0,0,0,0,18,1,0.028,0.028,0.028,ヤクルト,2024
山崎 晃大朗,22,39,30,4,4,0,0,0,4,1,1,0,6,0,3,0,0,13,0,0.133,0.133,0.212,ヤクルト,2024
山田 哲人,110,385,340,38,77,14,1,14,135,39,1,0,0,4,36,1,5,86,6,0.226,0.397,0.306,ヤクルト,2024
山野 太一,14,14,10,0,0,0,0,0,0,1,0,0,4,0,0,0,0,5,0,0.0,0.0,0.0,ヤクルト,2024
吉村 貢司郎,23,48,42,1,2,0,0,0,2,0,0,0,4,0,2,0,0,19,1,0.048,0.048,0.091,ヤクルト,2024
ロドリゲス,32,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2024
青柳 晃洋,12,18,12,0,0,0,0,0,0,2,0,0,4,1,1,0,0,5,0,0.0,0.0,0.071,阪神,2024
伊藤 将司,18,22,18,2,1,0,0,0,1,0,0,0,4,0,0,0,0,11,0,0.056,0.056,0.056,阪神,2024
糸原 健斗,89,128,111,8,24,2,0,0,26,9,0,0,0,1,15,0,1,20,3,0.216,0.234,0.313,阪神,2024
井上 広大,23,55,52,5,11,2,0,3,22,8,1,1,0,0,3,0,0,20,0,0.212,0.423,0.255,阪神,2024
植田 海,59,11,11,11,3,0,1,0,5,3,4,1,0,0,0,0,0,3,0,0.273,0.455,0.273,阪神,2024
梅野 隆太郎,95,318,268,18,56,9,0,0,65,15,0,1,17,2,30,3,1,84,6,0.209,0.243,0.289,阪神,2024
大竹 耕太郎,24,51,46,2,8,1,0,0,9,3,0,0,5,0,0,0,0,22,2,0.174,0.196,0.174,阪神,2024
大山 悠輔,130,545,483,63,125,18,0,14,185,68,0,4,0,3,52,3,7,88,19,0.259,0.383,0.338,阪神,2024
小野寺 暖,25,29,27,3,4,0,1,0,6,0,0,0,1,0,0,0,1,10,0,0.148,0.222,0.179,阪神,2024
小幡 竜平,50,135,116,12,28,3,1,1,36,9,2,3,7,0,12,1,0,27,1,0.241,0.31,0.313,阪神,2024
及川 雅貴,9,6,6,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,阪神,2024
木浪 聖也,116,409,359,27,77,13,1,1,95,35,1,0,13,1,32,4,4,64,17,0.214,0.265,0.285,阪神,2024
熊谷 敬宥,32,9,8,2,1,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0.125,0.125,0.125,阪神,2024
才木 浩人,25,52,40,1,3,1,0,0,4,1,0,0,7,0,5,0,0,25,1,0.075,0.1,0.178,阪神,2024
坂本 誠志郎,64,218,193,11,43,3,0,0,46,12,0,0,10,1,12,0,2,38,6,0.223,0.238,0.274,阪神,2024
佐藤 輝明,120,496,451,58,121,21,4,16,198,70,0,2,0,4,36,2,5,133,11,0.268,0.439,0.327,阪神,2024
島田 海吏,62,94,80,8,22,2,0,0,24,2,5,3,3,0,10,0,1,16,2,0.275,0.3,0.363,阪神,2024
髙橋 遥人,5,12,9,0,2,0,0,0,2,0,0,0,2,0,1,0,0,5,0,0.222,0.222,0.3,阪神,2024
近本 光司,141,639,562,71,160,16,5,6,204,45,19,9,0,4,68,5,5,93,7,0.285,0.363,0.365,阪神,2024
豊田 寛,11,19,19,1,4,1,0,0,5,0,0,0,0,0,0,0,0,5,2,0.211,0.263,0.211,阪神,2024
長坂 拳弥,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,阪神,2024
中野 拓夢,143,634,547,63,127,20,2,1,154,32,6,7,35,1,46,0,5,97,10,0.232,0.282,0.297,阪神,2024
西 勇輝,21,39,38,1,7,1,0,0,8,4,0,0,1,0,0,0,0,13,0,0.184,0.211,0.184,阪神,2024
ノイジー,49,149,134,8,31,5,0,1,39,8,1,0,0,1,14,1,0,16,9,0.231,0.291,0.302,阪神,2024
野口 恭佑,26,61,53,6,10,0,0,0,10,5,0,0,0,1,5,0,2,12,1,0.189,0.189,0.279,阪神,2024
原口 文仁,52,65,58,5,14,1,0,2,21,9,1,0,0,0,5,0,2,14,0,0.241,0.362,0.323,阪神,2024
ビーズリー,14,23,21,2,0,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0.0,0.0,0.045,阪神,2024
前川 右京,116,362,324,25,87,16,0,4,115,42,0,0,0,1,27,0,10,50,7,0.269,0.355,0.343,阪神,2024
ミエセス,14,19,18,1,2,0,0,0,2,0,0,0,0,0,1,0,0,5,1,0.111,0.111,0.158,阪神,2024
村上 頌樹,25,48,44,0,5,0,0,0,5,3,0,0,3,0,1,0,0,24,0,0.114,0.114,0.133,阪神,2024
森下 翔太,129,526,458,64,126,24,2,16,202,73,0,2,0,3,53,1,12,78,13,0.275,0.441,0.363,阪神,2024
門別 啓人,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,阪神,2024
渡邉 諒,67,137,123,7,32,5,0,2,43,11,0,1,0,2,11,0,1,34,2,0.26,0.35,0.321,阪神,2024
東 晃平,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,オリックス,2024
安達 了一,24,44,37,4,8,1,0,0,9,2,0,0,3,0,3,0,1,8,0,0.216,0.243,0.293,オリックス,2024
池田 陵真,8,23,23,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0.174,0.174,0.174,オリックス,2024
石川 亮,13,8,7,0,1,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0.143,0.286,0.25,オリックス,2024
エスピノーザ,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,オリックス,2024
大里 昂生,51,176,153,11,36,4,2,2,50,8,5,2,8,0,14,0,1,26,1,0.235,0.327,0.304,オリックス,2024
大城 滉二,7,18,13,3,4,1,0,0,5,2,0,0,3,0,0,0,2,1,0,0.308,0.385,0.4,オリックス,2024
太田 椋,91,369,333,39,96,16,3,6,136,40,4,3,4,4,27,0,1,66,10,0.288,0.408,0.34,オリックス,2024
小田 裕也,20,15,14,3,3,1,1,0,6,0,0,0,0,0,1,0,0,5,1,0.214,0.429,0.267,オリックス,2024
来田 涼斗,54,189,170,14,36,7,2,2,53,11,4,4,7,0,10,0,2,49,4,0.212,0.312,0.264,オリックス,2024
宜保 翔,22,14,12,2,3,0,0,0,3,0,1,0,0,0,2,0,0,3,0,0.25,0.25,0.357,オリックス,2024
紅林 弘太郎,136,523,465,32,115,25,0,2,146,38,0,4,8,8,37,0,5,74,12,0.247,0.314,0.305,オリックス,2024
元 謙太,5,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.125,0.125,0.125,オリックス,2024
ゴンザレス,23,65,61,3,8,0,0,1,11,2,0,0,0,0,4,1,0,13,0,0.131,0.18,0.185,オリックス,2024
齋藤 響介,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,オリックス,2024
佐藤 一磨,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,オリックス,2024
佐野 皓大,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,オリックス,2024
杉澤 龍,28,21,19,0,1,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0.053,0.053,0.053,オリックス,2024
杉本 裕太郎,82,239,219,17,51,7,0,11,91,27,1,0,0,1,15,1,4,56,5,0.233,0.416,0.293,オリックス,2024
セデーニョ,98,334,304,29,79,9,0,15,133,37,0,2,0,2,23,5,5,97,15,0.26,0.438,0.32,オリックス,2024
髙島 泰都,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,オリックス,2024
田嶋 大樹,21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,オリックス,2024
茶野 篤政,16,57,52,6,14,2,1,0,18,6,5,0,1,1,3,0,0,13,0,0.269,0.346,0.304,オリックス,2024
Ｔ－岡田,4,9,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0.125,0.125,0.222,オリックス,2024
トーマス,10,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,オリックス,2024
頓宮 裕真,81,290,249,17,49,7,1,7,79,30,0,0,0,2,32,1,7,57,8,0.197,0.317,0.303,オリックス,2024
内藤 鵬,7,21,20,0,2,1,0,0,3,0,0,0,0,0,0,0,1,9,0,0.1,0.15,0.143,オリックス,2024
中川 圭太,60,233,216,24,50,12,0,2,68,16,3,1,2,2,13,0,0,24,3,0.231,0.315,0.273,オリックス,2024
西川 龍馬,138,553,519,42,134,25,0,7,180,46,11,1,2,4,27,1,1,97,11,0.258,0.347,0.294,オリックス,2024
西野 真弘,89,312,280,27,84,6,3,1,99,13,3,1,8,1,22,0,1,26,3,0.3,0.354,0.352,オリックス,2024
野口 智哉,12,30,27,4,3,1,0,1,7,1,0,1,0,0,1,0,2,10,0,0.111,0.259,0.2,オリックス,2024
廣岡 大志,61,119,108,11,21,6,0,0,27,5,2,0,0,1,10,0,0,31,2,0.194,0.25,0.261,オリックス,2024
福田 周平,69,261,228,25,53,6,1,1,64,13,7,3,6,0,25,1,2,26,1,0.232,0.281,0.314,オリックス,2024
福永 奨,11,23,22,1,4,0,0,0,4,0,0,0,0,0,1,0,0,6,1,0.182,0.182,0.217,オリックス,2024
宗 佑磨,97,322,289,15,68,12,2,1,87,22,3,2,11,2,14,1,6,31,8,0.235,0.301,0.283,オリックス,2024
森 友哉,117,457,395,46,111,24,1,9,164,46,6,1,0,5,50,2,7,61,4,0.281,0.415,0.368,オリックス,2024
山足 達也,43,18,15,5,2,0,0,0,2,0,2,0,0,0,3,1,0,3,0,0.133,0.133,0.278,オリックス,2024
横山 聖哉,12,40,40,2,6,1,0,0,7,0,0,0,0,0,0,0,0,16,1,0.15,0.175,0.15,オリックス,2024
若月 健矢,96,299,264,13,53,9,1,3,73,18,0,1,19,3,10,2,3,59,8,0.201,0.277,0.236,オリックス,2024
渡部 遼人,65,81,66,6,12,2,0,0,14,7,4,5,8,0,6,0,1,10,0,0.182,0.212,0.26,オリックス,2024
浅村 栄斗,143,552,471,51,119,19,0,14,180,60,1,2,0,9,68,4,4,101,12,0.253,0.382,0.346,楽天,2024
阿部 寿樹,78,254,229,19,52,13,2,9,96,32,0,2,4,0,20,0,1,54,3,0.227,0.419,0.292,楽天,2024
石原 彪,68,172,146,9,25,5,0,4,42,13,0,0,13,0,13,0,0,50,4,0.171,0.288,0.239,楽天,2024
伊藤 裕季也,44,125,115,10,30,6,1,2,44,10,0,1,4,0,5,0,1,34,2,0.261,0.383,0.298,楽天,2024
入江 大樹,5,14,12,2,5,0,0,0,5,0,0,0,1,0,1,0,0,3,0,0.417,0.417,0.462,楽天,2024
内 星龍,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,楽天,2024
太田 光,94,269,230,23,45,10,3,2,67,23,2,0,23,1,13,1,2,58,1,0.196,0.291,0.244,楽天,2024
岡島 豪郎,31,93,80,6,16,1,1,1,22,6,0,1,1,0,11,1,1,15,3,0.2,0.275,0.304,楽天,2024
小郷 裕哉,143,642,565,64,145,24,6,7,202,49,32,5,1,5,68,3,3,120,6,0.257,0.358,0.337,楽天,2024
岸 孝之,22,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.5,楽天,2024
黒川 史陽,22,60,56,8,13,1,0,1,17,8,0,0,0,0,4,0,0,12,2,0.232,0.304,0.283,楽天,2024
古謝 樹,15,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0.0,0.0,0.0,楽天,2024
小深田 大翔,134,522,450,50,103,9,4,3,129,23,29,10,25,3,42,0,2,84,5,0.229,0.287,0.296,楽天,2024
島内 宏明,40,154,131,8,28,3,1,0,33,12,0,0,0,3,16,0,3,16,4,0.214,0.252,0.307,楽天,2024
鈴木 大地,123,460,406,41,108,11,5,4,141,41,0,0,15,3,23,0,13,43,4,0.266,0.347,0.324,楽天,2024
平良 竜哉,18,24,21,4,3,0,0,0,3,3,0,1,1,0,2,0,0,3,0,0.143,0.143,0.217,楽天,2024
辰見 鴻之介,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,楽天,2024
辰己 涼介,143,597,537,68,158,22,12,7,225,58,20,2,2,6,44,2,8,108,10,0.294,0.419,0.353,楽天,2024
田中 和基,68,34,31,8,4,1,0,0,5,1,0,0,3,0,0,0,0,9,0,0.129,0.161,0.129,楽天,2024
田中 貴也,17,12,10,0,1,0,0,0,1,0,0,0,0,0,2,0,0,4,1,0.1,0.1,0.25,楽天,2024
中島 大輔,37,128,123,18,28,8,1,1,41,10,1,0,0,0,2,0,3,21,2,0.228,0.333,0.258,楽天,2024
早川 隆久,25,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.333,0.333,0.333,楽天,2024
フランコ,68,243,229,20,50,5,0,8,79,30,0,0,0,3,9,0,2,49,7,0.218,0.345,0.251,楽天,2024
