player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year,wOBA,wRC+,wRAA
レイ,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ソフトバンク,2021,0.0,-200.44680222917788,-0.6104024336812569
和田 毅,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2021,0.0,-200.44680222917788,-0.9156036505218854
愛斗,97,316,292,24,64,18,2,8,110,39,1,2,3,2,13,2,6,60,5,0.219,0.377,0.265,西武,2021,0.2889357824584011,75.91474410661509,-7.731380048795127
今井 達也,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,西武,2021,0.0,-200.44680222917788,-0.6104024336812569
呉 念庭,130,478,425,43,101,17,0,10,148,48,3,2,4,3,43,1,3,70,3,0.238,0.348,0.31,西武,2021,0.302987992267268,89.35541386087985,-5.168628907204366
上間 永遠,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2021,0.0,-200.44680222917788,-0.30520121684062845
岡田 雅利,34,55,42,3,5,1,0,1,9,2,0,0,7,0,4,0,2,5,0,0.119,0.214,0.229,西武,2021,0.218922069552508,8.947967618249113,-5.08710859290123
金子 侑司,101,220,198,24,38,7,1,0,47,9,9,9,6,2,12,0,2,39,7,0.192,0.237,0.243,西武,2021,0.22426251199355837,14.055998608970938,-19.20688452736817
川越 誠司,63,174,160,12,36,3,1,5,56,11,1,0,1,0,12,0,1,44,2,0.225,0.35,0.283,西武,2021,0.2896667934035868,76.61394208576809,-4.133566643564146
岸 潤一郎,100,338,304,29,67,9,1,9,105,30,2,1,15,1,13,0,5,49,10,0.22,0.345,0.263,西武,2021,0.27645348007933346,63.975660764430785,-12.368909124949774
木村 文紀,20,56,50,4,9,2,0,0,11,3,0,0,2,1,3,0,0,18,0,0.18,0.22,0.222,西武,2021,0.2052707096816203,-4.109296841711242,-5.922379254186303
熊代 聖人,60,9,7,8,2,0,0,0,2,0,1,1,1,0,0,0,1,1,0,0.286,0.286,0.375,西武,2021,0.31905586630179417,104.7240278716755,0.043189048434343597
栗山 巧,117,446,387,33,97,15,0,4,124,43,1,0,0,7,49,1,3,58,11,0.251,0.32,0.334,西武,2021,0.3047484283510411,91.03923728419329,-4.05974271092029
源田 壮亮,119,516,464,60,126,15,7,2,161,29,24,9,17,2,31,0,2,67,5,0.272,0.347,0.319,西武,2021,0.30356611547157586,89.90837764181315,-5.289679593171099
佐々木 健,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,西武,2021,0.7101566056394774,478.8044002533667,0.3847987831593715
佐藤 龍世,11,12,12,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.167,0.167,0.167,西武,2021,0.1509511625513865,-56.06490411694616,-1.9024146020875414
スパンジェンバーグ,61,212,181,30,42,7,3,7,76,27,3,3,0,1,27,0,3,64,5,0.232,0.42,0.34,西武,2021,0.34585422877875555,130.35614872007338,6.537342029786753
鈴木 将平,27,42,38,6,6,1,0,0,7,0,0,0,2,0,2,0,0,8,0,0.158,0.184,0.2,西武,2021,0.1813986981796491,-26.942418986353978,-5.4159511073063955
ダーモディ,11,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0.0,0.0,0.25,西武,2021,0.17753915140986934,-30.634001608541723,-0.6635060842031424
高木 渉,6,17,15,0,1,1,0,0,2,1,0,0,0,0,2,0,0,7,0,0.067,0.133,0.176,西武,2021,0.16043606180261,-46.9927795029423,-2.5384206862906837
高橋 光成,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,西武,2021,0.0,-200.44680222917788,-0.30520121684062845
柘植 世那,35,72,65,6,14,2,0,1,19,8,0,0,2,2,3,0,0,19,4,0.215,0.292,0.243,西武,2021,0.24098274878739204,30.048585114277763,-5.116201898239534
綱島 龍生,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,西武,2021,0.0,-200.44680222917788,-0.9156036505218854
戸川 大輔,8,18,17,0,1,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0.059,0.059,0.056,西武,2021,0.0503170541837955,-152.319502858434,-4.613621903131312
外崎 修汰,73,300,254,30,56,14,0,5,85,19,9,5,6,3,35,0,2,54,1,0.22,0.335,0.316,西武,2021,0.3025674624145718,88.95318510477821,-3.3664875011681326
中村 剛也,123,475,430,50,122,13,0,18,189,74,0,0,0,4,39,3,2,114,12,0.284,0.44,0.343,西武,2021,0.3526190267025737,136.82654847107932,17.76942200070146
西川 愛也,12,27,20,1,0,0,0,0,0,2,0,0,1,2,4,0,0,8,1,0.0,0.0,0.154,西武,2021,0.10925486240607343,-95.94661723186334,-5.374279008543123
平沼 翔太,9,13,13,0,2,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0.154,0.231,0.154,西武,2021,0.17021590882105644,-37.63854299423128,-1.81761581892817
ブランドン,32,84,81,9,20,7,0,3,36,8,0,0,1,1,0,0,1,21,3,0.247,0.444,0.253,西武,2021,0.3064077130321544,92.62631132667467,-0.6291913712393012
松本 航,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2021,0.0,-200.44680222917788,-0.9156036505218854
メヒア,16,22,21,1,3,2,0,1,8,3,0,0,0,0,1,1,0,12,0,0.143,0.381,0.182,西武,2021,0.24935011252031716,38.05180839216356,-1.3844267704938262
森 友哉,125,520,431,70,133,32,2,11,202,41,5,2,1,3,79,3,6,65,4,0.309,0.469,0.42,西武,2021,0.4030586414683303,185.07107469293317,44.93698573998301
森脇 亮介,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2021,0.0,-200.44680222917788,-0.30520121684062845
山川 穂高,110,414,358,42,83,13,0,24,168,66,0,0,0,6,43,0,7,101,7,0.232,0.469,0.321,西武,2021,0.3532635078812915,137.44298238459228,15.746696227979811
山田 遥楓,98,173,147,14,29,6,1,0,37,18,1,2,10,3,13,0,0,41,1,0.197,0.252,0.258,西武,2021,0.23722400350204645,26.453417182836,-12.924902537968604
山野辺 翔,25,39,36,5,7,1,1,0,10,2,4,1,1,1,0,0,1,11,0,0.194,0.278,0.211,西武,2021,0.21694715526972597,7.058999902217375,-3.682057983100298
與座 海人,15,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.5,西武,2021,0.3550783028197387,139.1787990120944,0.07959756631874303
若林 楽人,44,161,144,14,40,8,1,2,56,10,20,8,2,1,10,0,4,41,3,0.278,0.389,0.34,西武,2021,0.33193720478709693,117.04478161281367,2.787635535199702
渡部 健人,6,17,16,1,1,0,0,1,4,2,0,0,0,0,1,0,0,7,0,0.063,0.25,0.118,西武,2021,0.16891192921859693,-38.88577452872607,-2.3984206862906836
井上 晴哉,23,53,51,1,10,1,0,1,14,6,0,0,0,0,1,0,1,8,4,0.196,0.275,0.226,ロッテ,2021,0.22953380034614776,19.09788503753468,-4.3556644925533075
岩下 大輝,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.9156036505218854
エチェバリア,79,216,207,16,42,11,0,4,65,24,0,1,0,3,6,0,0,40,6,0.203,0.314,0.222,ロッテ,2021,0.23953014335410983,28.659195816967575,-15.653462837575749
江村 直也,19,10,6,0,1,0,0,0,1,0,1,0,2,0,2,0,0,4,0,0.167,0.167,0.375,ロッテ,2021,0.29075252332340923,77.65242197563205,-0.22701216840628458
岡 大海,110,185,161,31,39,6,0,6,63,18,11,1,5,0,14,1,5,44,6,0.242,0.391,0.322,ロッテ,2021,0.32728956607732435,112.59940413234266,2.3677748844837305
小川 龍成,20,6,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-1.8312073010437708
荻野 貴司,143,643,570,86,169,33,5,10,242,45,24,11,5,3,53,0,12,70,5,0.296,0.425,0.367,ロッテ,2021,0.3592564537638263,143.1751204296352,28.200915377118534
小島 和哉,24,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.6104024336812569
柿沼 友哉,43,65,49,3,7,1,0,1,11,4,0,1,10,0,6,0,0,12,4,0.143,0.224,0.236,ロッテ,2021,0.22287128256037356,12.725314281154333,-5.762624549186303
角中 勝也,107,326,275,33,67,19,1,0,88,29,1,0,2,5,40,3,4,51,4,0.244,0.32,0.343,ロッテ,2021,0.3100026084467552,96.06475999246967,-1.3031892826374805
加藤 翔平,20,44,41,3,9,2,1,1,16,2,0,1,2,0,1,0,0,8,0,0.22,0.39,0.238,ロッテ,2021,0.27813241801270083,65.58153276657379,-1.5383773505114595
加藤 匠馬,57,123,105,6,10,2,0,2,18,4,0,1,14,0,4,0,0,52,1,0.095,0.171,0.128,ロッテ,2021,0.1395574342687339,-66.96278716878685,-20.86140104754409
小窪 哲也,7,19,18,1,1,0,0,1,4,2,0,0,0,1,0,0,0,5,0,0.056,0.222,0.053,ロッテ,2021,0.11375506268824581,-91.64226178574965,-3.6988231199719404
佐々木 朗希,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.6104024336812569
佐藤 都志也,62,155,132,16,27,4,1,6,51,18,3,0,7,1,14,1,1,30,0,0.205,0.386,0.284,ロッテ,2021,0.3043130930550679,90.62284740494036,-1.4764588805676815
菅野 剛士,33,75,67,8,13,4,0,2,23,5,1,0,2,0,5,0,1,20,4,0.194,0.343,0.26,ロッテ,2021,0.2764774873255937,63.998623236033616,-2.742830989074529
鈴木 昭汰,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.30520121684062845
高濱 卓也,17,9,8,0,1,0,0,0,1,2,0,0,0,0,1,0,0,2,1,0.125,0.125,0.222,ロッテ,2021,0.17954039788308848,-28.719847656296228,-1.1768109515656562
高部 瑛斗,33,69,55,6,8,1,0,1,12,6,4,0,7,0,7,0,0,19,1,0.145,0.218,0.242,ロッテ,2021,0.22377071164142487,13.58560098411577,-6.056948478132395
田村 龍弘,70,165,136,14,32,7,1,0,41,14,1,0,10,2,17,0,0,33,1,0.235,0.301,0.316,ロッテ,2021,0.28791388892499054,74.93732249866815,-4.200781423864989
鳥谷 敬,32,61,53,7,9,3,0,0,12,2,0,0,0,0,8,1,0,11,0,0.17,0.226,0.279,ロッテ,2021,0.24650482319773734,35.33034360759991,-4.007274227278336
中村 奨吾,143,615,506,78,143,36,2,9,210,67,12,7,15,8,76,1,10,90,8,0.283,0.415,0.382,ロッテ,2021,0.36362076633685125,147.34950188253663,29.580751643013496
福田 秀平,4,13,12,1,1,1,0,0,2,2,1,0,0,0,1,0,0,4,0,0.083,0.167,0.154,ロッテ,2021,0.155173572692684,-52.02624962429635,-2.00761581892817
藤岡 裕大,137,493,432,41,110,21,3,3,146,37,10,3,18,1,40,2,2,95,7,0.255,0.338,0.32,ロッテ,2021,0.303151825156428,89.51211688396575,-5.2523472708508825
藤原 恭大,78,254,217,27,47,12,1,5,76,22,7,2,5,4,23,0,5,55,3,0.217,0.35,0.301,ロッテ,2021,0.2990502905419719,85.58907751945205,-3.718297832539704
二木 康太,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.6104024336812569
マーティン,116,499,416,66,97,30,0,27,208,75,4,1,0,3,70,3,10,132,9,0.233,0.5,0.355,ロッテ,2021,0.38260303315652483,165.5056768173559,33.204592796526406
三木 亮,84,11,9,5,1,1,0,0,2,2,1,0,1,0,1,0,0,2,1,0.111,0.222,0.2,ロッテ,2021,0.20172564450048922,-7.5000838428318755,-1.2012133852469131
美馬 学,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.6104024336812569
宗接 唯人,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.30520121684062845
本前 郁也,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ロッテ,2021,0.0,-200.44680222917788,-0.30520121684062845
安田 尚憲,115,399,351,27,85,16,1,8,127,55,0,0,0,4,43,0,1,82,5,0.242,0.362,0.323,ロッテ,2021,0.3145159817137826,100.38171514649564,0.15471448058925077
山口 航輝,78,228,203,20,42,3,1,9,74,20,0,1,0,0,25,0,0,53,5,0.207,0.365,0.294,ロッテ,2021,0.3028954248564006,89.26687490391868,-2.48587743966328
吉田 裕太,7,10,9,1,1,0,0,1,4,1,0,0,0,0,1,0,0,3,0,0.111,0.444,0.2,ロッテ,2021,0.28715027967161477,74.20694486159016,-0.2620121684062846
レアード,136,545,485,57,127,18,0,29,232,95,0,1,0,7,50,4,3,109,15,0.262,0.478,0.33,ロッテ,2021,0.36035655760703383,144.22734870213222,24.485336821857484
和田 康士朗,96,24,19,25,5,1,0,0,6,1,24,5,0,0,5,0,0,8,0,0.263,0.316,0.417,ロッテ,2021,0.3533629486998366,137.53809562445545,0.9151707958249171
アンダーソン,13,17,14,0,1,0,0,0,1,0,0,0,3,0,0,0,0,8,0,0.071,0.071,0.071,広島,2022,0.06492634088043978,-145.2704100832134,-3.9928053297136725
會沢 翼,98,325,290,18,60,10,0,3,79,33,0,0,2,4,23,0,6,49,11,0.207,0.272,0.276,広島,2022,0.2575901865003938,49.51206297819161,-15.712852886719823
秋山 翔吾,44,174,155,19,41,6,1,5,64,26,0,0,0,2,11,0,6,34,6,0.265,0.413,0.333,広島,2022,0.33937921051388703,132.20047976632245,5.365320238728959
石原 貴規,9,16,13,0,2,0,0,0,2,0,0,0,2,0,1,0,0,3,1,0.154,0.154,0.214,広島,2022,0.18076083540576984,-28.16214186163903,-1.963648713680095
磯村 嘉孝,43,126,114,18,27,5,0,3,41,15,0,0,3,0,7,0,2,20,4,0.237,0.36,0.293,広島,2022,0.2992945957659297,91.67507466399563,-1.0044653275478221
上本 崇司,94,300,261,36,80,9,1,2,97,18,2,1,10,0,21,5,8,31,8,0.307,0.372,0.376,広島,2022,0.3467046249930568,139.60644814539822,11.378138342636138
宇草 孔基,45,98,88,6,18,2,0,1,23,6,0,1,1,0,4,0,5,23,2,0.205,0.261,0.278,広島,2022,0.25769733236050835,49.62038706745834,-4.727863835208113
遠藤 淳志,20,32,30,0,2,0,0,0,2,4,0,0,2,0,0,0,0,13,2,0.067,0.067,0.067,広島,2022,0.06059791815507712,-149.6464302970132,-7.649964094026858
大瀬良 大地,23,48,39,1,6,0,0,0,6,2,0,0,7,0,2,0,0,18,0,0.154,0.154,0.195,広島,2022,0.16778636429302118,-41.279286709822216,-6.493872970308578
大道 温貴,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.5,広島,2022,0.3563570755142319,149.3650418118303,0.14181586618498201
大盛 穂,52,76,69,8,14,2,2,1,23,3,0,2,0,0,6,0,1,17,2,0.203,0.333,0.276,広島,2022,0.28079089169046645,72.96789465823201,-1.9673313899804574
菊池 涼介,123,522,462,51,121,25,1,6,166,45,2,3,32,2,24,0,2,70,7,0.262,0.359,0.3,広島,2022,0.2999470468791486,92.33470045406278,-3.8316311205477898
九里 亜蓮,26,44,35,2,1,0,0,0,1,0,0,0,8,0,1,0,0,14,2,0.029,0.029,0.056,広島,2022,0.04504674787096168,-165.36860898182044,-11.181145073731374
小園 海斗,127,511,473,57,126,12,6,7,171,38,2,2,8,5,24,2,1,76,11,0.266,0.362,0.3,広島,2022,0.29944385139300606,91.82597158015918,-3.9998260217862636
坂倉 将吾,143,599,539,73,155,18,3,16,227,68,2,1,0,4,46,3,10,81,14,0.288,0.421,0.352,広島,2022,0.351951218758098,144.91073606415566,25.76090128160143
白濱 裕太,4,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0.0,0.0,0.0,広島,2022,0.0,-210.91071329021048,-1.7863682676300359
末包 昇大,31,80,77,9,23,3,1,2,34,14,0,0,0,2,1,0,0,20,2,0.299,0.442,0.3,広島,2022,0.3264024227898472,119.0809928322385,1.4617564315995222
曽根 海成,44,7,6,9,0,0,0,0,0,0,4,3,1,0,0,0,0,3,0,0.0,0.0,0.0,広島,2022,0.0,-210.91071329021048,-2.0840963122350415
田中 広輔,41,45,40,2,8,1,1,0,11,1,0,1,0,1,3,0,1,14,0,0.2,0.275,0.267,広島,2022,0.2515731753710778,43.42888580276012,-2.437762007225265
玉村 昇悟,9,12,11,0,3,1,0,0,4,1,0,0,1,0,0,0,0,7,0,0.273,0.364,0.273,広島,2022,0.2845222500153156,76.74028485450197,-0.26728198980552614
長野 久義,58,134,123,11,26,5,0,3,40,15,2,0,0,1,10,0,0,34,3,0.211,0.325,0.269,広島,2022,0.2727985486145072,64.88766380391074,-4.5055579770708
堂林 翔太,101,274,255,25,62,16,0,8,102,28,1,2,5,1,11,0,2,82,6,0.243,0.4,0.279,広島,2022,0.30561348677525696,98.06345134069767,-0.5081161920318502
床田 寛樹,17,38,32,0,6,1,0,0,7,2,0,0,6,0,0,0,0,7,1,0.188,0.219,0.188,広島,2022,0.18302034584834193,-25.877784718781932,-4.580540694990227
中村 健人,63,137,121,12,29,3,0,3,41,10,0,0,7,1,8,2,0,31,1,0.24,0.339,0.285,広島,2022,0.2850062050991193,77.22956174903601,-2.987280572424278
中村 奨成,27,58,57,1,11,2,0,0,13,5,0,2,0,0,1,0,0,8,0,0.193,0.228,0.207,広島,2022,0.19856978470683087,-10.157356499218231,-6.118226587090347
西川 龍馬,97,424,390,60,123,19,3,10,178,53,2,2,0,2,30,4,2,74,8,0.315,0.456,0.366,広島,2022,0.3708033255675502,163.9701500136016,25.97330908747747
韮沢 雄也,7,12,10,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.1,0.1,0.182,広島,2022,0.1474257203049655,-61.86382646275225,-1.860009262532799
野間 峻祥,85,338,317,42,99,21,3,0,126,16,7,5,4,0,16,0,1,53,5,0.312,0.397,0.347,広島,2022,0.3379871976303949,130.79315961703625,9.966783198957081
野村 祐輔,9,12,11,1,1,0,0,0,1,2,0,0,1,0,0,0,0,4,0,0.091,0.091,0.091,広島,2022,0.08263352475692334,-127.36850920857783,-2.6127365352600718
羽月 隆太郎,44,99,94,10,23,5,2,0,32,10,2,3,1,0,4,1,0,17,1,0.245,0.34,0.276,広島,2022,0.2785719463425362,70.7245486839669,-2.775382538344575
マクブルーム,128,508,448,57,122,25,0,17,198,74,0,0,0,3,52,2,5,105,13,0.272,0.442,0.352,広島,2022,0.3605660173510142,153.62026726579143,26.08415334065696
松山 竜平,88,166,152,9,33,7,0,2,46,23,0,0,0,3,11,1,0,22,2,0.217,0.303,0.265,広島,2022,0.26009648605718344,52.04592305107304,-7.622855404430988
三好 匠,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2022,0.0,-210.91071329021048,-0.5954560892100119
持丸 泰輝,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,広島,2022,0.0,-210.91071329021048,-1.7863682676300359
森 翔平,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,広島,2022,0.0,-210.91071329021048,-0.5954560892100119
森下 暢仁,27,65,58,4,11,2,1,0,15,7,0,0,6,0,1,0,0,14,0,0.19,0.259,0.203,広島,2022,0.20815945113555478,-0.46223733033500924,-6.253170356952507
矢野 雅哉,55,78,67,11,13,0,0,2,19,5,0,1,3,0,7,0,1,21,0,0.194,0.284,0.28,広島,2022,0.26759489767117006,59.626790927476556,-3.0155874791904687
阿部 寿樹,133,548,486,44,131,31,2,9,193,57,3,1,3,6,49,0,4,105,14,0.27,0.397,0.338,中日,2022,0.3345520594057823,127.3202469045096,14.336701281227366
石岡 諒太,11,29,25,1,9,0,0,0,9,1,0,0,2,0,1,0,1,6,1,0.36,0.36,0.407,中日,2022,0.356930919436155,149.94519600684168,1.3869978175659383
石垣 雅海,50,74,68,5,11,0,0,3,20,6,0,0,4,0,2,0,0,28,1,0.162,0.294,0.186,中日,2022,0.2172081222181985,8.685937438652472,-6.470732443627586
石川 昂弥,37,141,129,11,29,7,1,5,53,19,0,0,1,3,7,1,1,29,0,0.225,0.411,0.264,中日,2022,0.2998416469751219,92.22814152028519,-1.0493685750201227
石橋 康太,31,75,67,3,12,5,1,0,19,4,0,0,6,0,2,0,0,11,1,0.179,0.284,0.203,中日,2022,0.2190087802887298,10.50639644063837,-6.42742943233197
伊藤 康祐,28,27,26,3,6,3,0,0,9,1,0,0,0,0,1,0,0,5,0,0.231,0.346,0.259,中日,2022,0.2731497068353855,65.24268353518632,-0.8986572043351619
上田 洸太朗,8,12,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0.0,0.0,0.0,中日,2022,0.0,-210.91071329021048,-3.5727365352600717
鵜飼 航丞,59,195,180,14,37,8,1,4,59,16,1,0,0,1,9,0,5,64,0,0.206,0.328,0.262,中日,2022,0.27073073399527897,62.7971104669847,-6.946968697976167
大島 洋平,109,482,436,48,137,18,1,1,160,20,11,4,3,0,34,5,9,52,1,0.314,0.367,0.376,中日,2022,0.34390382380569245,136.7748479555822,16.973913398090666
大野 奨太,8,21,17,2,5,0,0,0,5,0,0,1,1,0,3,0,0,4,0,0.294,0.294,0.4,中日,2022,0.33414931573580875,126.91307446489155,0.541211063294874
大野 雄大,23,48,42,1,2,0,0,0,2,0,0,0,5,0,1,0,0,21,1,0.048,0.048,0.07,中日,2022,0.05885236501583204,-151.41117840648957,-11.556062420110054
小笠原 慎之介,22,46,41,3,4,1,0,0,5,0,0,0,3,0,2,0,0,22,0,0.098,0.122,0.14,中日,2022,0.1270730656872455,-82.44028899025794,-8.036420284388413
岡田 俊哉,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2022,0.0,-210.91071329021048,-0.5954560892100119
岡野 祐一郎,4,4,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.5,0.5,0.5,中日,2022,0.4544843861630784,248.57140915876914,0.5690878215799762
岡林 勇希,142,608,553,58,161,25,10,0,206,32,24,6,22,1,29,1,3,67,4,0.291,0.373,0.329,中日,2022,0.31904155249580046,111.63917874851627,6.776570723159784
ガルシア,2,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.111,0.111,0.111,中日,2022,0.10099653025846186,-108.80357496821502,-1.7995524014450537
笠原 祥太郎,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,中日,2022,0.0,-210.91071329021048,-1.4886402230250297
勝野 昌慶,8,16,14,2,3,2,0,1,8,2,0,0,2,0,0,0,0,6,0,0.214,0.571,0.214,中日,2022,0.3423388882786824,135.1927036194105,0.5392084291770471
桂 依央利,10,9,9,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.222,0.222,0.222,中日,2022,0.20199306051692373,-6.69643664621956,-0.9195524014450538
加藤 翔平,66,31,27,13,6,2,0,1,11,5,3,0,2,0,2,0,0,5,0,0.222,0.407,0.276,中日,2022,0.3084510018943777,100.93216918691832,0.027671996555160505
木下 拓哉,120,466,419,24,103,16,3,6,143,48,2,0,12,6,27,3,1,38,5,0.246,0.341,0.289,中日,2022,0.2867775499083402,79.0203851465152,-9.36197518769879
京田 陽太,43,143,128,11,22,5,1,3,38,8,1,0,2,0,10,3,3,21,1,0.172,0.297,0.248,中日,2022,0.2547134446629632,46.60368705716252,-7.311918889154151
郡司 裕也,33,48,42,0,8,1,0,0,9,0,0,0,0,0,5,0,1,12,4,0.19,0.214,0.292,中日,2022,0.2496221060365393,41.45636153972153,-2.690946141040285
後藤 駿太,35,58,50,3,8,1,2,0,13,4,0,1,2,0,4,1,2,10,0,0.16,0.26,0.25,中日,2022,0.24181372981322882,33.56212052903152,-3.6900123013760595
清水 達也,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2022,0.0,-210.91071329021048,-0.29772804460500596
鈴木 博志,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2022,0.0,-210.91071329021048,-0.5954560892100119
高橋 周平,78,290,265,18,66,7,1,2,81,21,1,1,1,1,16,0,7,43,8,0.249,0.306,0.308,中日,2022,0.2861793394155213,78.4155964336791,-5.994074111922313
高橋 宏斗,19,44,37,1,4,1,0,0,5,4,0,0,7,0,0,0,0,12,2,0.108,0.135,0.108,中日,2022,0.10915441952688185,-100.55597749318899,-8.450304232890534
高松 渡,51,14,14,17,1,0,0,0,1,0,5,3,0,0,0,0,0,5,0,0.071,0.071,0.071,中日,2022,0.06492634088043978,-145.2704100832134,-3.288192624470083
滝野 要,11,10,10,1,3,0,0,0,3,0,1,1,0,0,0,0,0,3,0,0.3,0.3,0.3,中日,2022,0.2726906316978471,64.77856017917732,-0.33728044605005936
土田 龍空,62,229,210,15,52,7,1,0,61,12,3,2,6,2,7,3,4,43,7,0.248,0.29,0.283,中日,2022,0.2637417544652026,55.73127664298247,-9.707704277326648
堂上 直倫,16,18,18,0,5,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0.278,0.278,0.278,中日,2022,0.2524913256461547,44.35713251477819,-0.9591048028901072
根尾 昂,49,46,40,2,8,2,0,0,10,4,0,0,1,0,5,0,0,9,1,0.2,0.25,0.289,中日,2022,0.2586888400029239,50.62279782090062,-2.1750456073858304
橋本 侑樹,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,中日,2022,0.0,-210.91071329021048,-0.5954560892100119
ビシエド,129,532,483,52,142,27,0,14,211,63,1,1,0,2,40,2,7,59,20,0.294,0.437,0.355,中日,2022,0.359599509403895,152.64313111672521,26.81868027013681
平田 良介,51,83,75,8,15,3,0,1,21,10,0,0,0,0,7,0,1,20,2,0.2,0.28,0.277,中日,2022,0.26308323996406013,55.06552078896332,-3.5714277022154985
福田 永将,25,29,28,1,6,1,0,1,10,2,0,0,0,0,1,0,0,7,0,0.214,0.357,0.241,中日,2022,0.26998367140408575,62.0418328040893,-1.0541132935451734
福谷 浩司,5,10,8,0,2,0,0,0,2,1,0,0,1,0,1,0,0,2,0,0.25,0.25,0.333,中日,2022,0.28118352174230865,73.36484226534512,-0.25505822382783705
福留 孝介,23,30,24,0,1,1,0,0,2,3,0,0,0,2,4,0,0,11,0,0.042,0.083,0.167,中日,2022,0.13875546032100045,-70.62942893646897,-4.901841338150179
福元 悠真,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,中日,2022,0.2272421930815392,18.830347934279313,-0.3109121784200239
Ａ．マルティネス,82,286,254,29,70,15,1,8,111,24,1,1,0,2,23,1,7,55,8,0.276,0.437,0.35,中日,2022,0.3570432804838043,150.05879263243833,13.709779242968295
松葉 貴大,19,32,24,0,2,1,0,0,3,2,0,0,8,0,0,0,0,11,0,0.083,0.125,0.083,中日,2022,0.09253233241009645,-117.36084934463227,-6.660630760693524
