player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year,wOBA,wRC+,wRAA
岡 大海,41,154,131,28,49,7,0,2,62,12,9,1,3,1,15,0,4,27,4,0.374,0.473,0.45,日本ハム,2016,0.4248406797426229,192.49368674184143,14.944981287202694
近藤 健介,80,291,257,36,68,9,0,2,83,27,5,2,3,2,29,0,0,45,7,0.265,0.323,0.337,日本ハム,2016,0.3106572658512968,88.12895917903533,-3.6244686831954427
清水 優心,5,8,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25,日本ハム,2016,0.22940844247480383,13.866760953322729,-0.7229750840741014
杉谷 拳士,62,138,104,11,25,5,1,0,32,9,4,2,23,0,11,1,0,23,1,0.24,0.308,0.313,日本ハム,2016,0.2926997835212122,71.71564933635636,-4.095320200278246
高梨 裕稔,37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,日本ハム,2016,0.0,-195.81473991927757,-0.6207437710185253
田中 賢介,143,626,541,61,147,14,1,2,169,53,22,8,3,4,69,3,9,56,4,0.272,0.312,0.361,日本ハム,2016,0.3215166183787032,98.05451079294912,-1.2778083544806356
谷口 雄也,83,211,193,26,49,3,2,1,59,9,7,0,9,0,8,0,1,48,2,0.254,0.306,0.287,日本ハム,2016,0.27478423476448716,55.340667179023875,-9.88683417908808
中島 卓也,143,600,473,66,115,10,1,0,127,28,23,9,62,1,63,0,1,117,5,0.243,0.268,0.333,日本ハム,2016,0.29079206340397784,69.97197498369829,-18.903428703327123
中田 翔,141,624,569,61,142,26,1,25,245,110,2,1,0,5,47,1,3,126,14,0.25,0.431,0.308,日本ハム,2016,0.33577388072889225,111.08578434013077,7.257943442220072
西川 遥輝,138,593,493,76,155,18,4,5,196,43,41,5,22,2,73,0,3,113,0,0.314,0.398,0.405,日本ハム,2016,0.37439121789332536,146.38239822665292,28.85828099983735
バース,37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,日本ハム,2016,0.0,-195.81473991927757,-0.9311156565277879
松本 剛,12,22,21,1,5,1,0,0,6,2,1,0,1,0,0,0,0,5,0,0.238,0.286,0.238,日本ハム,2016,0.23784987866976412,21.582314015734422,-1.810086243108541
メンドーサ,23,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,0.0,0.0,日本ハム,2016,0.0,-195.81473991927757,-1.2414875420370506
矢野 謙次,34,35,29,1,6,2,0,1,11,8,0,0,0,1,4,0,1,5,0,0.207,0.379,0.314,日本ハム,2016,0.32057595338037526,97.19473402736914,-0.10301599282419216
陽 岱鋼,130,555,495,66,145,24,1,14,213,61,5,6,7,1,42,1,10,121,10,0.293,0.43,0.359,日本ハム,2016,0.36336957676666004,136.30851328768784,21.1428736153519
横尾 俊建,10,17,17,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0.118,0.118,0.118,日本ハム,2016,0.10795691410579003,-97.14109244981861,-3.5163220536574653
吉川 光夫,27,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,日本ハム,2016,0.0,-195.81473991927757,-1.2414875420370506
レアード,143,598,547,71,144,21,0,39,282,97,0,0,0,4,44,1,3,138,16,0.263,0.516,0.319,日本ハム,2016,0.37492481921942516,146.8701149197145,29.40761246546094
渡邉 諒,1,3,3,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.333,1.333,0.333,日本ハム,2016,0.7299359533289214,471.35367194808725,1.1688843434722123
明石 健志,47,152,135,17,31,6,2,0,41,16,6,2,6,2,7,0,2,34,3,0.23,0.304,0.274,ソフトバンク,2016,0.266905152406084,48.13911087801608,-8.270773172750399
斐紹,13,31,26,1,6,1,0,0,7,1,0,0,4,1,0,0,0,8,0,0.231,0.269,0.222,ソフトバンク,2016,0.2189807859986764,4.335783640931836,-3.1115284507871417
猪本 健太郎,5,10,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0.0,0.0,0.2,ソフトバンク,2016,0.147029956313397,-61.42795981456557,-1.6937188550926265
今宮 健太,137,590,497,74,122,22,5,10,184,56,8,4,38,5,47,0,3,86,7,0.245,0.37,0.312,ソフトバンク,2016,0.31439762089164686,91.54767930195814,-5.232274769305586
岩嵜 翔,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2016,0.0,-195.81473991927757,-0.31037188550926265
上林 誠知,14,19,19,0,4,1,0,0,5,1,0,0,0,0,0,0,0,7,0,0.211,0.263,0.211,ソフトバンク,2016,0.21459019379820168,0.3227405620303837,-1.9870658246759905
内川 聖一,141,605,556,62,169,19,0,18,242,106,3,2,0,9,38,2,2,53,27,0.304,0.435,0.345,ソフトバンク,2016,0.35462649916747474,128.31725710955425,17.975009266896087
江川 智晃,42,138,114,17,26,4,1,4,44,15,0,2,1,2,18,0,3,44,2,0.228,0.386,0.343,ソフトバンク,2016,0.33977414970388997,114.74206827424862,2.13451921578015
カニザレス,16,42,39,3,7,1,0,0,8,3,0,0,0,0,2,0,1,11,1,0.179,0.205,0.238,ソフトバンク,2016,0.21476006790119623,0.4780071097259696,-4.385619191389032
金子 圭輔,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,ソフトバンク,2016,0.0,-195.81473991927757,-1.5518594275463133
釜元 豪,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2016,0.0,-195.81473991927757,-0.31037188550926265
川島 慶三,20,50,40,4,5,0,0,0,5,3,0,3,1,0,8,0,1,10,0,0.125,0.125,0.286,ソフトバンク,2016,0.22642911205305316,11.143624578353926,-4.661451418320275
城所 龍磨,84,162,148,32,39,6,1,6,65,19,11,1,3,0,11,0,0,45,0,0.264,0.439,0.314,ソフトバンク,2016,0.3430633397900797,117.74841933303009,3.0167356795749165
サファテ,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2016,0.0,-195.81473991927757,-0.31037188550926265
千賀 滉大,25,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.2,0.2,0.2,ソフトバンク,2016,0.18352675397984305,-28.06953922119735,-0.6718594275463134
高田 知季,36,77,63,5,11,2,0,0,13,2,1,1,4,0,10,0,0,15,0,0.175,0.206,0.288,ソフトバンク,2016,0.2479782416788664,30.83973424936136,-5.587402307500898
高谷 裕亮,37,103,81,12,20,0,0,2,26,16,0,0,10,1,10,0,1,12,4,0.247,0.321,0.333,ソフトバンク,2016,0.3101386861609518,87.65497240409118,-1.3341106590669578
拓也,13,7,6,1,1,1,0,0,2,1,0,0,0,0,1,0,0,4,0,0.167,0.333,0.286,ソフトバンク,2016,0.29197438133156856,71.05262482766832,-0.21260319856483836
武田 翔太,27,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0.0,0.0,0.0,ソフトバンク,2016,0.0,-195.81473991927757,-1.8622313130555759
塚田 正義,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2016,0.0,-195.81473991927757,-0.31037188550926265
鶴岡 慎也,103,263,231,14,58,12,2,2,80,26,1,0,20,1,9,0,2,26,9,0.251,0.346,0.284,ソフトバンク,2016,0.28875596883893656,68.11096516335007,-8.799534283997815
中田 賢一,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2016,0.0,-195.81473991927757,-0.6207437710185253
中村 晃,143,612,488,69,140,21,1,7,184,50,6,5,9,4,99,4,12,53,8,0.287,0.377,0.416,ソフトバンク,2016,0.3763294531235249,148.15396368312923,30.920465769823796
長谷川 勇也,122,442,387,45,105,15,3,10,156,51,2,4,1,0,51,2,3,95,9,0.271,0.403,0.361,ソフトバンク,2016,0.35472948402463483,128.41138624963094,13.175808010801598
東浜 巨,23,7,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0.0,0.0,0.4,ソフトバンク,2016,0.28780331874111753,67.24023390271192,-0.24060319856483864
福田 秀平,81,239,212,30,49,5,4,3,71,18,11,3,4,2,20,1,1,51,2,0.231,0.335,0.298,ソフトバンク,2016,0.2937936745891056,72.71547618855348,-6.84190191330953
細川 亨,49,115,93,6,21,2,0,1,26,6,1,0,15,0,6,0,1,28,4,0.226,0.28,0.28,ソフトバンク,2016,0.2642368151050695,45.70022517670844,-6.551766833565204
本多 雄一,110,388,332,52,93,9,1,1,107,27,23,7,19,3,33,0,1,51,6,0.28,0.322,0.344,ソフトバンク,2016,0.3131122866002496,90.37287152053658,-3.9191425261034114
牧原 大成,41,97,90,15,22,3,0,0,25,6,4,0,5,1,1,0,0,15,0,0.244,0.278,0.25,ソフトバンク,2016,0.24051616350372224,24.019323742608766,-7.732812024833256
松田 宣浩,143,609,548,79,142,23,5,27,256,85,6,6,0,5,48,2,8,141,14,0.259,0.467,0.325,ソフトバンク,2016,0.3586326188710827,131.9788886653331,20.433521724859038
柳田 悠岐,120,536,428,82,131,31,4,18,224,73,23,2,0,0,100,2,8,97,8,0.306,0.523,0.446,ソフトバンク,2016,0.4417163065120777,207.91817030056552,60.690669367035184
山田 大樹,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,ソフトバンク,2016,,,
吉村 裕基,78,206,177,16,37,4,1,5,58,28,1,1,4,4,14,1,7,46,5,0.209,0.328,0.287,ソフトバンク,2016,0.28732839577289787,66.8061497874941,-7.174430197086325
和田 毅,24,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.333,ソフトバンク,2016,0.23983609895093128,23.397738265713663,-0.241115656527788
秋山 翔吾,143,671,578,98,171,32,4,11,244,62,18,6,0,6,77,2,10,103,2,0.296,0.422,0.385,西武,2016,0.37245848399902615,144.61586104357386,31.410464823284777
浅村 栄斗,143,611,557,73,172,40,0,24,284,82,8,6,3,6,38,0,7,108,18,0.309,0.51,0.357,西武,2016,0.39017958031562405,160.81311181903416,38.985310848577356
呉 念庭,43,142,124,12,24,3,1,0,29,11,1,0,0,2,14,0,2,25,4,0.194,0.234,0.282,西武,2016,0.2506309264297392,33.26431337079436,-9.942807742315305
上本 達之,67,98,88,7,27,4,0,1,34,12,0,1,1,1,8,0,0,23,2,0.307,0.386,0.361,西武,2016,0.3446501717779855,119.19879887995234,1.974070684009785
大崎 雄太朗,4,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.167,西武,2016,0.11991804947546564,-86.20850082678196,-1.172231313055576
岡田 雅利,47,79,66,3,15,0,0,0,15,5,0,0,2,0,9,0,2,18,2,0.227,0.227,0.338,西武,2016,0.28235926951591855,62.26432107208707,-3.127820513673307
鬼崎 裕司,79,216,190,30,48,8,2,1,63,17,1,0,9,0,17,0,0,53,0,0.253,0.332,0.314,西武,2016,0.30119303415828985,79.47856129224576,-4.650762052609436
金子 侑司,129,520,460,64,122,12,3,1,143,33,53,17,13,1,40,0,6,69,5,0.265,0.311,0.331,西武,2016,0.30316303048938564,81.27915669737365,-10.213893285329451
菊池 雄星,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2016,0.0,-195.81473991927757,-0.6207437710185253
岸 孝之,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,西武,2016,0.0,-195.81473991927757,-0.6207437710185253
木村 昇吾,38,108,95,7,21,2,1,0,25,5,3,0,5,2,6,0,0,22,2,0.221,0.263,0.262,西武,2016,0.24439187119778308,27.56175747986504,-8.208318974806193
木村 文紀,28,35,30,4,5,1,0,0,6,2,1,0,3,0,2,0,0,12,0,0.167,0.2,0.219,西武,2016,0.20105825143033235,-12.045583614740075,-4.114578492824193
熊代 聖人,28,9,6,2,1,0,0,0,1,0,0,1,2,0,1,0,0,2,0,0.167,0.167,0.286,西武,2016,0.23387743810742986,17.95146551577598,-0.7747755410119355
栗山 巧,135,569,477,52,133,30,2,3,176,41,0,0,0,3,83,0,6,87,9,0.279,0.369,0.39,西武,2016,0.35822390358323936,131.60531900041553,18.868397145229533
斉藤 彰吾,45,13,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0.0,0.0,0.077,西武,2016,0.055346792065599525,-145.2272449535104,-3.344834511620415
坂田 遼,45,161,151,16,37,8,1,3,56,26,0,0,0,2,8,0,0,22,5,0.245,0.371,0.28,西武,2016,0.29534232006919975,74.13095290372003,-4.369873566991287
佐野 泰雄,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,西武,2016,0.0,-195.81473991927757,-0.31037188550926265
炭谷 銀仁朗,117,326,294,19,64,10,1,1,79,22,0,1,19,0,13,0,0,48,12,0.218,0.269,0.251,西武,2016,0.24167027956888204,25.074196815775913,-25.62781448057989
高橋 光成,22,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,西武,2016,0.0,-195.81473991927757,-0.6207437710185253
竹原 直隆,22,31,30,2,6,1,0,1,10,6,0,0,0,0,1,0,0,4,1,0.2,0.333,0.226,西武,2016,0.254973019642084,37.233027912732744,-2.0415284507871427
田代 将太郎,13,5,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,西武,2016,0.22940844247480383,13.866760953322729,-0.45185942754631336
多和田 真三郎,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,西武,2016,0.0,-195.81473991927757,-0.9311156565277879
外崎 修汰,37,57,51,8,9,0,0,2,15,5,6,0,3,0,3,0,0,11,1,0.176,0.294,0.222,西武,2016,0.2400292037004892,23.57423784557276,-4.570641918472416
永江 恭平,74,84,74,5,12,1,0,0,13,3,1,2,4,1,5,0,0,24,1,0.162,0.176,0.213,西武,2016,0.18769781657029402,-24.257148296240977,-10.951238382778065
中村 剛也,108,432,387,45,92,14,2,21,173,61,2,1,0,2,40,1,3,125,9,0.238,0.447,0.313,西武,2016,0.345850606458227,120.29600760835476,9.199345459998542
野上 亮磨,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,西武,2016,0.0,-195.81473991927757,-0.6207437710185253
バンヘッケン,10,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.333,0.333,0.333,西武,2016,0.30587792329973845,83.76059457752287,-0.06815420870371727
ポーリーノ,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2016,0.0,-195.81473991927757,-0.6207437710185253
水口 大地,20,6,6,5,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,西武,2016,0.45881688494960765,223.54826182592308,0.777768686944424
メヒア,137,583,511,73,129,26,0,35,260,103,1,1,0,7,59,4,6,148,15,0.252,0.509,0.333,西武,2016,0.37809644982651475,149.7690154951851,30.443190748099866
森 友哉,107,392,349,43,102,20,0,10,152,46,1,1,0,1,42,0,0,96,3,0.292,0.436,0.367,西武,2016,0.3690645559943678,141.51377852998687,17.074220880369026
山川 穂高,49,157,139,24,36,4,0,14,82,32,0,0,2,0,15,0,1,36,1,0.259,0.59,0.335,西武,2016,0.41300247165771864,181.67345182761196,13.45374300730382
渡辺 直人,70,207,181,18,56,3,2,0,63,16,1,0,11,2,10,0,3,20,5,0.309,0.348,0.352,西武,2016,0.324481004326027,100.76398777598897,0.16592786284792826
井口 資仁,79,176,152,13,39,8,0,5,62,34,1,0,0,3,19,0,2,50,1,0.257,0.408,0.341,ロッテ,2016,0.3441719117603656,118.76166466980698,3.4645481503697777
石川 歩,23,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2016,0.0,-195.81473991927757,-0.9311156565277879
伊志嶺 翔大,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ロッテ,2016,0.0,-195.81473991927757,-0.6207437710185253
井上 晴哉,35,107,99,7,23,5,0,2,34,16,0,0,0,0,5,0,3,19,6,0.232,0.343,0.29,ロッテ,2016,0.2947031138673776,73.54671234866778,-2.969791749491104
江村 直也,22,24,23,1,3,1,0,0,4,4,0,0,0,0,1,0,0,10,1,0.13,0.174,0.167,ロッテ,2016,0.1616286753799754,-48.08459157721828,-3.728925252222304
大嶺 翔太,38,80,72,5,17,4,1,0,23,7,0,0,6,0,2,0,0,20,2,0.236,0.319,0.257,ロッテ,2016,0.26266421177704813,44.26285076040731,-4.678399489389661
岡田 幸文,121,356,327,38,90,5,4,0,103,18,14,7,6,0,20,1,3,42,2,0.275,0.315,0.323,ロッテ,2016,0.29814159530459244,76.68951712385376,-8.706905527011799
荻野 貴司,71,219,192,35,48,11,1,3,70,21,16,2,9,0,14,0,4,25,3,0.25,0.365,0.314,ロッテ,2016,0.3151635031141947,92.24770294617566,-1.7813000693856802
角中 勝也,143,607,525,74,178,30,5,8,242,69,12,4,2,6,68,6,6,64,8,0.339,0.461,0.417,ロッテ,2016,0.40166298598293226,171.30905394511595,45.414645661166816
香月 一也,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.167,0.167,0.167,ロッテ,2016,0.15293896164986923,-56.02707267087737,-0.9822313130555759
加藤 翔平,80,246,216,29,53,8,3,0,67,12,6,1,16,0,13,0,1,46,1,0.245,0.31,0.291,ロッテ,2016,0.2795972064707738,59.739769148178226,-10.391396878756867
金沢 岳,17,41,32,4,6,1,0,0,7,2,0,0,2,1,4,0,2,13,0,0.188,0.219,0.308,ロッテ,2016,0.26389992158814846,45.3923012943081,-2.3490934597259234
唐川 侑己,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2016,0.0,-195.81473991927757,-0.31037188550926265
清田 育宏,106,417,365,39,82,17,1,6,119,38,5,0,3,0,40,2,9,76,12,0.225,0.326,0.316,ロッテ,2016,0.3045933569222445,82.58648867672107,-7.618771909536442
サブロー,1,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0.25,0.5,0.25,ロッテ,2016,0.33107809311704645,106.79378974913428,0.028512457962949374
スタンリッジ,27,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ロッテ,2016,0.0,-195.81473991927757,-0.9311156565277879
鈴木 大地,143,583,501,62,143,30,2,6,195,61,3,1,16,7,50,2,9,56,9,0.285,0.389,0.356,ロッテ,2016,0.3444988732113216,119.06051054934113,11.65911667402581
関谷 亮太,16,3,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5,0.5,0.667,ロッテ,2016,0.5457140222506697,302.9730727625141,0.6388843434722118
高濱 卓也,53,158,144,19,31,6,0,3,46,13,0,0,6,0,8,0,0,30,2,0.215,0.319,0.257,ロッテ,2016,0.2661796521537796,47.47599673912234,-8.707178963095075
田村 龍弘,130,430,371,27,95,16,3,2,123,38,6,0,17,3,38,0,1,91,12,0.256,0.332,0.324,ロッテ,2016,0.3066185478113601,84.43753243344733,-7.021169848886083
チェン・グァンユウ,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2016,0.0,-195.81473991927757,-0.6207437710185253
デスパイネ,134,570,496,81,139,27,0,24,238,92,0,3,0,7,64,3,3,89,25,0.28,0.48,0.361,ロッテ,2016,0.3813412267453976,152.7347724961414,31.53802525972029
ナバーロ,82,340,286,38,62,6,1,10,100,44,0,3,0,4,49,0,1,64,5,0.217,0.35,0.329,ロッテ,2016,0.3200983842392417,96.7582312849109,-1.1564410731492927
中村 奨吾,108,325,278,37,56,10,1,6,86,25,4,4,14,1,26,0,6,70,0,0.201,0.309,0.283,ロッテ,2016,0.27997084107930603,60.0812747381636,-13.612020346780467
根元 俊一,48,121,107,11,23,2,2,2,35,12,1,0,2,1,10,0,1,30,2,0.215,0.327,0.286,ロッテ,2016,0.2853147015653022,64.96561410714968,-4.447771255864485
肘井 竜蔵,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.0,0.1,ロッテ,2016,0.07507912662811762,-127.19170327006297,-2.3837188550926265
平沢 大河,23,53,47,3,7,2,1,0,11,3,0,0,2,0,4,0,0,18,1,0.149,0.234,0.216,ロッテ,2016,0.21346026198190304,-0.7100278773927855,-5.600298167285039
福浦 和也,36,90,82,4,20,2,0,0,22,7,0,0,0,0,5,0,3,12,2,0.244,0.268,0.311,ロッテ,2016,0.27795497651366385,58.23875532989828,-3.9434696958336377
二木 康太,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2016,0.0,-195.81473991927757,-0.9311156565277879
細谷 圭,116,404,371,45,102,23,4,3,142,40,9,4,11,1,18,0,3,93,6,0.275,0.383,0.313,ロッテ,2016,0.31821599012263735,95.03770513798541,-2.1034224073197167
三木 亮,75,58,54,8,10,1,1,0,13,2,0,0,3,0,1,0,0,17,1,0.185,0.241,0.2,ロッテ,2016,0.20134856686631541,-11.780232541838306,-6.8022966322645075
吉田 裕太,24,35,30,1,0,0,0,0,0,0,0,0,4,0,1,0,0,12,1,0.0,0.0,0.032,ロッテ,2016,0.023209945059767544,-174.6006291271817,-10.083983734759677
涌井 秀章,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,ロッテ,2016,0.0,-195.81473991927757,-1.8622313130555759
會沢 翼,106,329,287,35,79,15,0,6,112,35,0,0,10,3,22,1,7,45,12,0.275,0.39,0.339,広島,2017,0.33125532130844965,112.71638519139925,4.419350771286093
安部 友裕,123,455,413,63,128,17,4,4,165,49,17,5,12,1,27,1,2,94,3,0.31,0.4,0.354,広島,2017,0.34114659487177446,121.83559785842048,10.494829444332005
天谷 宗一郎,56,45,37,6,7,1,0,0,8,2,1,0,4,0,3,0,1,17,0,0.189,0.216,0.268,広島,2017,0.23391549320283966,22.974393143211312,-3.6613946570666105
新井 貴浩,100,288,243,36,71,14,0,9,112,48,2,0,0,4,40,0,1,56,7,0.292,0.461,0.389,広島,2017,0.38234928813272273,159.82222515116834,18.199269316724916
飯田 哲矢,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2017,0.0,-192.68288445318672,-0.30916920376137186
石原 慶幸,77,167,147,11,30,4,0,1,37,12,1,0,8,2,10,0,0,33,8,0.204,0.252,0.252,広島,2017,0.23300507103086512,22.135033747289757,-13.735911116199421
磯村 嘉孝,21,39,34,6,8,2,0,2,16,3,0,0,1,0,3,0,1,8,1,0.235,0.471,0.316,広島,2017,0.35263294443305354,132.42538326334875,1.3358221059380777
岩本 貴裕,33,50,48,5,18,4,0,1,25,13,0,0,1,0,1,0,0,15,2,0.375,0.521,0.388,広島,2017,0.40465243876157014,180.3845089083574,4.24562144458447
上本 崇司,37,10,8,12,1,0,0,0,1,0,3,0,0,0,2,0,0,3,0,0.125,0.125,0.3,広島,2017,0.2320622012866715,21.265759466323296,-0.8316920376137191
エルドレッド,116,405,344,40,91,11,0,27,183,78,0,0,0,3,50,0,8,111,8,0.265,0.532,0.368,広島,2017,0.39949788109626166,175.6322889587787,32.35647247664438
大瀬良 大地,24,51,44,1,6,1,0,0,7,0,0,0,4,0,2,0,1,21,0,0.136,0.159,0.191,広島,2017,0.16975365317241928,-36.1793104318543,-7.336352796085285
岡田 明丈,24,52,47,1,6,2,0,0,8,8,0,0,4,0,1,0,0,24,2,0.128,0.17,0.146,広島,2017,0.14439711086698312,-59.55665413822609,-8.764298595591336
加藤 拓也,7,11,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0.0,0.0,0.091,広島,2017,0.06440986278672702,-133.30051747633155,-2.7108612413750905
菊池 涼介,138,629,565,87,153,28,3,14,229,56,8,7,30,1,32,0,1,107,9,0.271,0.405,0.311,広島,2017,0.3216924423704462,103.89993438894885,2.591235274831673
九里 亜蓮,35,30,25,1,1,0,0,0,1,0,0,0,3,0,2,0,0,15,0,0.04,0.04,0.111,広島,2017,0.08594896343950796,-113.44264596447928,-6.763965001730045
小窪 哲也,26,65,57,3,10,0,1,0,12,8,1,0,2,0,6,0,0,13,3,0.175,0.211,0.254,広島,2017,0.2229674753196844,12.88092007124771,-5.981712530203458
坂倉 将吾,3,4,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,広島,2017,0.22590125788968024,15.58570697288501,-0.3566768150454875
ジョンソン,13,26,24,1,3,0,0,0,3,0,0,0,2,0,0,0,0,12,0,0.125,0.125,0.125,広島,2017,0.11295062894484013,-88.54858874015083,-5.178399297795668
下水流 昂,9,9,9,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0.111,0.222,0.111,広島,2017,0.1448962613736838,-59.096464700100306,-1.5125228338523469
庄司 隼人,6,6,3,1,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0.333,0.333,0.5,広島,2017,0.4030283805531795,178.88721615923671,0.4999847774317687
白濱 裕太,3,5,5,0,2,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0.4,0.6,0.4,広島,2017,0.441534276784375,214.3875442432262,0.6041539811931406
鈴木 誠也,115,512,437,85,131,28,1,26,239,90,16,6,0,7,62,0,6,80,12,0.3,0.547,0.389,広島,2017,0.4126548546109784,187.7622981802341,47.4653676741776
高橋 樹也,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2017,0.0,-192.68288445318672,-0.6183384075227437
田中 広輔,143,679,565,105,164,32,5,8,230,60,35,13,6,4,89,2,15,120,5,0.29,0.407,0.398,広島,2017,0.36994649466777507,148.38752864339318,34.70580455390372
堂林 翔太,44,54,46,4,10,1,0,1,14,11,0,0,0,3,5,0,0,13,0,0.217,0.304,0.278,広島,2017,0.26355146753796027,50.29713887723028,-2.835137003114082
床田 寛樹,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2017,0.0,-192.68288445318672,-1.8550152225682313
戸田 隆矢,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2017,0.0,-192.68288445318672,-0.6183384075227437
中村 祐太,15,23,20,0,3,0,0,0,3,1,0,0,3,0,0,0,0,4,0,0.15,0.15,0.15,広島,2017,0.13554075473380817,-67.72172959754367,-4.0748916865115525
西川 龍馬,95,220,204,23,56,10,2,5,85,27,4,1,3,2,10,0,1,35,4,0.275,0.417,0.309,広島,2017,0.32356782602631623,105.62893544029434,1.3081207946180111
野間 峻祥,98,85,74,34,14,1,0,0,15,2,10,5,4,0,7,0,0,13,1,0.189,0.203,0.259,広島,2017,0.22235174317536427,12.313248746212718,-7.873209480210437
野村 祐輔,25,52,41,2,5,0,0,0,5,2,0,0,9,0,2,0,0,18,0,0.122,0.122,0.163,広島,2017,0.13802423579306045,-65.43209603429722,-9.087031153730871
バティスタ,61,143,125,21,32,5,0,11,70,26,0,0,0,2,15,0,1,44,3,0.256,0.56,0.336,広島,2017,0.3920600343539905,168.7750014928882,10.388803862123822
土生 翔平,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,広島,2017,0.0,-192.68288445318672,-0.6183384075227437
