player,team,ERA,G,W,L,SV,HLD,WPCT,BF,IP,HA,HRA,BB,HBP,SO,R,ER,WHIP,DIPS,year
森浦　大輔,広島,6.17,13,0,0,0,0,0.0,57,11.2,11,1,12,0,8,8,8,1.97,5.95,2023
村西　良太,オリックス,6.17,7,0,1,0,0,0.0,52,11.2,11,1,5,1,6,8,8,1.37,4.75,2023
本田　仁海,オリックス,6.34,28,2,1,0,7,0.667,145,32.2,36,5,12,0,34,23,23,1.47,3.95,2023
宮内　春輝,日本ハム,6.48,15,1,0,0,1,1.0,78,16.2,23,1,5,0,18,12,12,1.68,2.46,2023
黒木　優太,オリックス,6.58,12,1,5,0,0,0.167,122,26.0,33,2,16,1,20,20,19,1.88,4.54,2023
鈴木　康平,巨人,6.59,33,1,1,0,13,0.5,123,27.1,24,6,14,3,26,20,20,1.39,5.94,2023
宮國　椋丞,DeNA,6.75,2,0,0,0,0,0.0,21,4.0,7,1,1,0,3,4,3,2.0,5.62,2023
唐川　侑己,ロッテ,7.04,6,0,1,0,1,0.0,37,7.2,15,1,1,0,2,6,6,2.09,4.69,2023
松本　晴,ソフトバンク,7.11,3,0,1,0,0,0.0,31,6.1,8,0,3,1,4,5,5,1.74,3.75,2023
宮川　哲,西武,7.16,4,1,2,0,0,0.333,83,16.1,23,3,13,2,9,13,13,2.2,7.16,2023
横山　楓,オリックス,7.36,4,0,1,0,0,0.0,18,3.2,4,0,4,0,3,3,3,2.18,4.76,2023
東條　大樹,ロッテ,7.45,11,0,0,1,2,0.0,45,9.2,12,1,5,0,10,9,8,1.76,3.95,2023
秋山　拓巳,阪神,7.45,2,0,1,0,0,0.0,46,9.2,16,1,1,0,7,8,8,1.76,3.33,2023
宮森　智志,楽天,7.71,24,0,2,0,3,0.0,106,21.0,30,2,14,0,15,18,18,2.1,4.93,2023
堀田　賢慎,巨人,8.1,3,0,0,0,0,0.0,16,3.1,2,1,4,0,5,3,3,1.8,7.62,2023
市川　悠太,ヤクルト,8.36,4,0,2,0,0,0.0,65,14.0,14,4,5,4,7,14,13,1.36,7.76,2023
谷元　圭介,中日,8.44,7,0,0,0,0,0.0,28,5.1,5,1,6,0,2,8,5,2.06,8.18,2023
小沼　健太,ロッテ,9.0,4,0,0,0,0,0.0,34,7.0,9,1,3,1,4,7,7,1.71,5.55,2023
鍬原　拓也,巨人,9.0,5,0,0,0,1,0.0,27,5.0,7,0,3,2,4,5,5,2.0,4.52,2023
張　奕,西武,9.0,5,0,0,0,0,0.0,25,5.0,10,2,1,0,3,5,5,2.2,7.72,2023
堀　瑞輝,日本ハム,9.0,5,1,0,0,0,1.0,21,4.0,9,3,1,0,3,4,4,2.5,12.12,2023
小孫　竜二,楽天,9.0,4,0,0,0,0,0.0,23,4.0,4,0,6,0,3,4,4,2.5,6.12,2023
薮田　和樹,広島,9.0,3,0,0,0,0,0.0,21,4.0,5,1,3,2,2,4,4,2.0,9.12,2023
塩見　貴洋,楽天,9.0,1,0,1,0,0,0.0,17,4.0,4,2,1,0,4,4,4,1.25,8.37,2023
吉田　輝星,日本ハム,9.0,3,0,0,0,0,0.0,15,3.0,5,1,2,0,2,3,3,2.33,7.12,2023
北村　拓己,巨人,9.0,1,0,0,0,0,0.0,4,1.0,1,1,0,0,0,1,1,1.0,16.12,2023
河野　佳,広島,9.49,8,0,1,0,0,0.0,60,12.1,19,6,5,1,11,13,13,1.95,9.12,2023
公文　克彦,西武,9.64,7,1,1,0,0,0.5,25,4.2,7,0,5,0,1,5,5,2.57,5.91,2023
竹安　大知,オリックス,10.38,2,0,2,0,0,0.0,26,4.1,12,0,3,1,1,5,5,3.46,5.43,2023
ニックス,オリックス,10.5,2,0,1,0,0,0.0,30,6.0,7,2,6,0,5,7,7,2.17,8.79,2023
黒原　拓未,広島,10.66,5,0,1,0,0,0.0,69,12.2,21,1,10,0,13,15,15,2.45,4.46,2023
高橋　礼,ソフトバンク,10.8,5,0,2,0,0,0.0,63,11.2,23,3,6,1,2,14,14,2.49,7.92,2023
齋藤　綱記,日本ハム,10.8,4,1,0,0,0,1.0,15,3.1,5,2,0,0,3,4,4,1.5,9.12,2023
井上　温大,巨人,10.95,4,0,1,0,0,0.0,60,12.1,21,2,3,1,11,15,15,1.95,4.42,2023
福島　章太,中日,13.5,4,0,0,0,0,0.0,20,3.1,8,0,1,1,2,5,5,2.7,3.72,2023
堀岡　隼人,巨人,13.5,3,0,0,0,0,0.0,19,3.1,6,2,3,0,4,5,5,2.7,11.22,2023
長谷川　宙輝,ヤクルト,13.5,1,0,0,0,0,0.0,12,2.0,3,1,3,0,1,3,3,3.0,13.12,2023
泉　圭輔,ソフトバンク,16.88,3,0,0,0,0,0.0,17,2.2,4,1,3,2,2,5,5,2.63,12.12,2023
八木　彬,ロッテ,18.0,3,0,0,0,0,0.0,20,3.0,9,1,2,0,2,6,6,3.67,8.12,2023
石橋　良太,楽天,18.9,2,0,0,0,0,0.0,18,3.1,8,1,1,0,2,7,7,2.7,6.72,2023
ヘルナンデス,ソフトバンク,27.0,1,0,0,0,0,0.0,7,0.2,3,1,1,1,1,2,2,6.0,28.62,2023
三浦　銀二,DeNA,36.0,1,0,0,0,0,0.0,8,1.0,4,0,1,0,0,4,4,5.0,3.12,2023
近藤　廉,中日,72.0,1,0,0,0,0,0.0,16,1.0,8,0,4,1,1,10,8,12.0,16.12,2023
バニュエロス,楽天,81.0,1,0,0,0,0,0.0,8,0.2,4,0,2,0,0,6,6,9.0,12.12,2023
西垣　雅矢,楽天,81.0,1,0,0,0,0,0.0,4,0.1,1,0,1,1,0,3,3,6.0,21.12,2023
長谷部　銀次,広島,0.0,5,0,0,0,1,0.0,25,7.0,1,0,5,0,4,0,0,0.86,4.12,2024
今野　龍太,ヤクルト,0.0,6,0,0,0,1,0.0,28,6.1,7,0,3,0,4,0,0,1.58,2.8,2024
堀岡　隼人,DeNA,0.0,6,0,0,0,1,0.0,24,6.0,5,0,1,0,6,0,0,1.0,1.12,2024
前田　純,ソフトバンク,0.0,1,1,0,0,0,1.0,20,6.0,3,0,0,0,5,0,0,0.5,1.45,2024
三浦　瑞樹,ソフトバンク,0.0,5,0,0,0,0,0.0,22,5.0,4,0,3,2,4,0,0,1.4,4.52,2024
達　孝太,日本ハム,0.0,1,1,0,0,0,1.0,18,5.0,3,0,0,0,4,0,0,0.6,1.52,2024
ディアス,DeNA,0.0,7,0,0,0,4,0.0,19,4.2,2,0,3,0,1,0,0,1.07,4.62,2024
田中　千晴,巨人,0.0,3,0,0,0,0,0.0,14,4.0,2,0,0,0,4,0,0,0.5,1.12,2024
比嘉　幹貴,オリックス,0.0,5,0,0,0,0,0.0,14,3.2,1,0,3,0,3,0,0,1.09,3.12,2024
杉山　遙希,西武,0.0,1,0,1,0,0,0.0,17,3.0,5,0,0,1,2,6,0,1.67,2.79,2024
福田　俊,日本ハム,0.0,2,0,0,0,0,0.0,9,2.0,1,0,2,0,1,0,0,1.5,3.62,2024
髙　太一,広島,0.0,1,0,0,0,1,0.0,8,2.0,1,0,1,0,2,0,0,1.0,2.62,2024
小孫　竜二,楽天,0.0,2,0,0,0,0,0.0,4,1.0,1,0,0,1,0,0,0,1.0,6.12,2024
仲地　礼亜,中日,0.0,1,0,0,0,0,0.0,3,1.0,0,0,0,0,2,0,0,0.0,-0.88,2024
大谷　輝龍,ロッテ,0.0,1,0,0,0,0,0.0,4,1.0,1,0,0,0,3,0,0,1.0,-2.88,2024
高橋　昂也,広島,0.0,1,0,0,1,0,0.0,3,1.0,0,0,0,0,1,0,0,0.0,1.12,2024
坂井　陽翔,楽天,0.0,1,0,0,0,0,0.0,5,1.0,1,0,2,0,0,0,0,3.0,9.12,2024
日當　直喜,楽天,0.0,1,0,0,0,0,0.0,5,1.0,1,0,1,0,1,0,0,2.0,1.12,2024
川原　陸,阪神,0.0,1,0,0,0,0,0.0,5,1.0,1,0,1,0,2,0,0,2.0,2.12,2024
佐藤　蓮,阪神,0.0,1,0,0,0,0,0.0,3,1.0,0,0,0,0,1,0,0,0.0,1.12,2024
馬場　皐輔,巨人,0.0,1,0,0,0,0,0.0,3,0.2,1,0,0,0,1,0,0,1.5,0.12,2024
鍵谷　陽平,日本ハム,0.0,1,0,0,0,0,0.0,2,0.2,0,0,0,0,0,0,0,0.0,3.12,2024
丸山　翔大,ヤクルト,0.57,27,1,0,0,5,1.0,125,31.1,23,0,9,1,23,4,2,1.02,2.61,2024
ペルドモ,オリックス,0.64,28,1,0,4,14,1.0,105,28.0,20,1,3,0,19,2,2,0.82,2.55,2024
鈴木　昭汰,ロッテ,0.73,51,2,2,5,27,0.5,194,49.1,32,2,18,1,42,7,4,1.01,2.98,2024
富田　蓮,阪神,0.76,33,0,1,0,4,0.0,142,35.2,26,1,5,2,22,7,3,0.87,2.76,2024
古田島　成龍,オリックス,0.79,50,2,1,0,24,0.667,179,45.2,30,2,17,1,43,6,4,1.03,2.92,2024
大勢,巨人,0.88,43,1,2,29,5,0.333,161,41.0,28,0,8,0,54,4,4,0.88,0.92,2024
横川　凱,巨人,0.94,12,3,1,0,0,0.75,111,28.2,23,0,10,0,9,4,3,1.15,3.43,2024
宮森　智志,楽天,1.0,9,0,0,0,0,0.0,34,9.0,5,0,2,0,5,1,1,0.78,2.68,2024
伊藤　優輔,巨人,1.04,8,0,0,0,1,0.0,32,8.2,5,0,3,1,8,1,1,0.92,2.66,2024
マルティネス,中日,1.09,60,2,3,43,7,0.4,217,58.0,35,1,12,2,59,8,7,0.81,1.93,2024
ザバラ,日本ハム,1.2,16,0,0,1,1,0.0,61,15.0,7,1,8,1,15,4,2,1.0,3.79,2024
平良　拳太郎,DeNA,1.21,4,2,0,0,0,1.0,108,29.2,24,1,2,0,22,4,4,0.88,2.28,2024
ハーン,広島,1.29,35,0,1,2,17,0.0,129,35.0,18,1,7,0,26,5,5,0.71,2.61,2024
松山　晋也,中日,1.33,59,2,3,0,41,0.4,214,54.1,38,0,17,3,57,9,8,1.01,1.85,2024
大西　広樹,ヤクルト,1.34,60,9,1,1,23,0.9,235,60.1,53,3,12,2,31,12,9,1.08,3.29,2024
山﨑　颯一郎,オリックス,1.35,7,0,1,0,0,0.0,28,6.2,7,0,3,0,2,1,1,1.5,3.87,2024
髙橋　宏斗,中日,1.38,21,12,4,0,0,0.75,569,143.2,107,1,34,4,130,27,22,0.98,2.15,2024
小木田　敦也,オリックス,1.38,13,1,1,0,8,0.5,46,13.0,9,0,0,0,11,2,2,0.69,1.43,2024
清水　達也,中日,1.4,60,3,1,1,36,0.75,229,58.0,41,1,18,1,52,12,9,1.02,2.43,2024
山本　大貴,ヤクルト,1.42,44,3,0,1,12,1.0,126,31.2,18,0,15,0,31,6,5,1.04,2.3,2024
石井　大智,阪神,1.48,56,4,1,1,30,0.8,189,48.2,34,0,14,0,58,12,8,0.99,1.35,2024
木村　光,ソフトバンク,1.5,5,0,0,0,1,0.0,24,6.0,5,0,1,0,8,1,1,1.0,0.95,2024
国吉　佑樹,ロッテ,1.51,41,3,1,1,10,0.75,165,41.2,31,2,12,3,21,7,7,1.03,3.67,2024
髙橋　遥人,阪神,1.52,5,4,1,0,0,0.8,114,29.2,20,0,4,1,28,5,5,0.81,1.74,2024
ケラー,巨人,1.53,52,2,2,1,20,0.5,183,47.0,24,5,19,0,54,10,8,0.91,3.35,2024
福　敬登,中日,1.54,13,0,0,0,0,0.0,46,11.2,4,0,8,0,7,2,2,1.03,3.98,2024
ゲラ,阪神,1.55,59,1,4,14,31,0.2,226,58.0,47,3,11,0,48,10,10,1.0,2.65,2024
杉浦　稔大,日本ハム,1.56,40,2,0,3,15,1.0,137,34.2,24,1,12,1,23,8,6,1.04,3.29,2024
塹江　敦哉,広島,1.58,53,2,0,0,16,1.0,174,40.0,39,0,16,4,38,13,7,1.38,2.72,2024
杉山　一樹,ソフトバンク,1.61,50,4,0,1,14,1.0,198,50.1,28,2,22,1,61,10,9,0.99,2.58,2024
ダイクストラ,ロッテ,1.64,3,1,0,0,0,1.0,49,11.0,10,2,8,0,11,3,2,1.64,5.67,2024
鈴木　翔天,楽天,1.66,49,2,0,1,24,1.0,186,48.2,24,0,21,1,48,9,9,0.92,2.5,2024
平良　海馬,西武,1.66,22,3,2,0,9,0.6,208,48.2,44,1,21,5,43,11,9,1.34,3.22,2024
菅野　智之,巨人,1.67,24,15,3,0,0,0.833,608,156.2,132,6,16,4,111,31,29,0.94,2.58,2024
佐藤　隼輔,西武,1.69,45,2,1,0,17,0.667,149,37.1,20,1,17,2,31,8,7,0.99,3.25,2024
横山　陸人,ロッテ,1.71,43,3,1,3,18,0.75,169,42.0,27,1,13,5,37,8,8,0.95,2.74,2024
ウェンデルケン,DeNA,1.71,28,1,1,0,16,0.5,109,26.1,20,1,9,2,25,5,5,1.1,2.97,2024
齋藤　友貴哉,日本ハム,1.71,25,1,1,1,5,0.5,115,26.1,23,2,12,0,25,6,5,1.33,3.58,2024
橋本　侑樹,中日,1.73,47,3,1,0,5,0.75,225,52.0,46,0,22,2,54,19,10,1.31,2.43,2024
藤平　尚真,楽天,1.75,47,0,1,1,20,0.0,182,46.1,29,4,12,3,58,11,9,0.88,2.58,2024
桐敷　拓馬,阪神,1.79,70,3,1,0,40,0.75,263,65.1,48,0,18,4,60,14,13,1.01,2.06,2024
ロドリゲス,ヤクルト,1.8,32,1,1,1,8,0.5,183,45.0,40,1,12,1,44,13,9,1.16,2.12,2024
藤井　皓哉,ソフトバンク,1.8,40,2,1,1,19,0.667,170,40.0,28,2,20,1,45,11,8,1.2,3.02,2024
田中　晴也,ロッテ,1.8,4,1,1,0,0,0.5,79,20.0,14,2,6,0,17,9,4,1.0,3.62,2024
原　樹理,ヤクルト,1.8,7,0,0,0,0,0.0,39,10.0,6,1,3,0,2,2,2,0.9,4.62,2024
ケムナ　誠,広島,1.8,5,0,0,0,0,0.0,25,5.0,6,0,5,0,5,1,1,2.2,4.12,2024
山本　拓実,日本ハム,1.82,36,6,0,0,3,1.0,161,39.2,35,2,9,2,30,9,8,1.11,3.02,2024
田村　伊知郎,西武,1.82,28,1,0,0,1,1.0,122,29.2,24,1,11,0,24,10,6,1.18,3.05,2024
才木　浩人,阪神,1.83,25,13,3,0,0,0.813,671,167.2,140,4,38,0,137,35,34,1.06,2.44,2024
阿部　翔太,オリックス,1.84,17,0,1,0,4,0.0,63,14.2,12,0,7,0,13,3,3,1.3,2.78,2024
大瀬良　大地,広島,1.86,25,6,6,0,0,0.5,627,155.0,118,5,49,3,98,37,32,1.08,3.22,2024
モイネロ,ソフトバンク,1.88,25,11,5,0,0,0.688,636,163.0,107,11,47,5,155,39,34,0.94,3.03,2024
宮城　大弥,オリックス,1.91,20,7,9,0,0,0.438,560,141.2,115,7,22,3,139,31,30,0.97,2.33,2024
泉　圭輔,巨人,1.93,35,2,0,1,5,1.0,149,37.1,28,0,11,4,30,10,8,1.04,2.56,2024
石川　達也,DeNA,1.93,15,0,0,0,2,0.0,58,14.0,15,1,3,1,8,3,3,1.29,3.76,2024
戸郷　翔征,巨人,1.95,26,12,8,0,0,0.6,703,180.0,129,12,44,7,156,39,39,0.96,3.05,2024
スチュワート・ジュニア,ソフトバンク,1.95,20,9,4,0,0,0.692,485,120.0,79,6,51,5,105,29,26,1.08,3.42,2024
佐々木　千隼,DeNA,1.95,28,0,1,1,6,0.0,158,37.0,30,3,17,2,28,9,8,1.27,4.04,2024
栗林　良吏,広島,1.96,60,0,6,38,12,0.0,214,55.0,33,3,16,2,65,14,12,0.89,2.34,2024
中﨑　翔太,広島,1.96,24,1,1,0,3,0.5,94,23.0,24,1,2,1,16,5,5,1.13,2.69,2024
京山　将弥,DeNA,2.01,23,2,1,0,5,0.667,103,22.1,18,0,18,0,20,7,5,1.61,3.21,2024
マチャド,オリックス,2.03,53,5,3,23,14,0.625,211,53.1,36,1,18,1,58,13,12,1.01,2.2,2024
高梨　雄平,巨人,2.04,51,4,3,0,25,0.571,145,35.1,26,1,15,0,29,9,8,1.16,2.95,2024
山田　修義,オリックス,2.08,50,3,2,0,16,0.6,177,43.1,30,1,16,2,44,13,10,1.06,2.5,2024
ロドリゲス,日本ハム,2.08,10,1,1,0,3,0.5,36,8.2,9,0,2,0,3,2,2,1.27,3.12,2024
齋藤　綱記,中日,2.09,56,4,3,0,19,0.571,200,47.1,45,1,18,1,44,11,11,1.33,2.49,2024
宮西　尚生,日本ハム,2.1,30,0,1,0,19,0.0,105,25.2,18,2,10,0,24,10,6,1.09,3.2,2024
黒原　拓未,広島,2.11,53,4,3,0,3,0.571,244,59.2,40,2,20,3,67,15,14,1.01,2.47,2024
浜地　真澄,阪神,2.11,18,0,0,0,0,0.0,83,21.1,17,2,2,0,9,6,5,0.89,3.64,2024
河野　竜生,日本ハム,2.13,52,1,4,0,33,0.2,168,42.1,33,5,11,1,33,10,10,1.04,3.66,2024
津森　宥紀,ソフトバンク,2.13,48,5,2,0,17,0.714,180,42.1,31,1,20,6,38,10,10,1.2,3.33,2024
東　克樹,DeNA,2.16,26,13,4,0,0,0.765,731,183.0,166,11,27,6,140,45,44,1.05,2.88,2024
平内　龍太,巨人,2.16,31,1,2,0,2,0.333,140,33.1,35,4,6,1,22,11,8,1.23,3.9,2024
河野　佳,広島,2.16,13,0,0,1,0,0.0,72,16.2,20,1,4,1,17,4,4,1.44,2.76,2024
武内　夏暉,西武,2.17,21,10,6,0,0,0.625,568,145.1,120,6,22,3,107,39,35,0.98,2.7,2024
田中　正義,日本ハム,2.17,53,4,4,20,12,0.5,201,49.2,33,4,17,3,47,14,12,1.01,3.36,2024
岩崎　優,阪神,2.2,60,4,4,23,17,0.5,231,57.1,48,3,15,0,46,14,14,1.1,2.93,2024
藤嶋　健人,中日,2.2,50,3,3,0,14,0.5,193,49.0,29,5,17,2,46,13,12,0.94,3.73,2024
坂本　裕哉,DeNA,2.2,48,1,1,0,13,0.5,190,45.0,43,3,12,1,39,16,11,1.22,2.99,2024
西　勇輝,阪神,2.24,21,6,7,0,0,0.462,511,124.2,113,5,23,5,71,39,31,1.09,3.13,2024
ヘルナンデス,ソフトバンク,2.25,48,3,3,3,21,0.5,194,48.0,34,2,14,6,72,13,12,1.0,1.85,2024
菊地　吏玖,ロッテ,2.25,20,1,0,1,2,1.0,97,24.0,21,3,5,2,27,6,6,1.08,3.12,2024
今村　信貴,巨人,2.25,7,0,0,0,0,0.0,30,8.0,6,0,1,1,7,2,2,0.88,2.12,2024
松浦　慶斗,日本ハム,2.25,5,0,0,0,1,0.0,22,4.0,4,0,6,0,5,3,1,2.5,5.12,2024
滝田　一希,広島,2.25,1,1,0,0,0,1.0,18,4.0,2,0,4,0,5,1,1,1.5,3.62,2024
北山　亘基,日本ハム,2.31,14,5,1,0,1,0.833,320,81.2,52,5,28,5,87,22,21,0.98,3.0,2024
宇田川　優希,オリックス,2.31,13,0,2,0,3,0.0,50,11.2,4,0,12,0,14,6,3,1.37,3.81,2024
尾形　崇斗,ソフトバンク,2.31,12,2,0,0,3,1.0,46,11.2,8,0,3,0,15,4,3,0.94,1.32,2024
酒居　知史,楽天,2.33,49,2,2,0,26,0.5,185,46.1,35,0,15,2,29,13,12,1.08,2.84,2024
今井　達也,西武,2.34,25,10,8,0,0,0.556,712,173.1,132,8,70,5,187,52,45,1.17,2.83,2024
曽谷　龍平,オリックス,2.34,20,7,11,0,0,0.389,490,119.0,112,4,27,1,117,37,31,1.17,2.3,2024
佐々木　朗希,ロッテ,2.35,18,10,5,0,0,0.667,450,111.0,83,2,32,8,129,34,29,1.04,2.08,2024
有原　航平,ソフトバンク,2.36,26,14,7,0,0,0.667,718,182.2,142,12,37,8,137,56,48,0.98,3.21,2024
船迫　大雅,巨人,2.37,51,4,0,0,22,1.0,150,38.0,28,4,8,3,23,12,10,0.95,3.99,2024
唐川　侑己,ロッテ,2.37,8,3,2,0,0,0.6,147,38.0,28,5,3,2,31,10,10,0.82,3.59,2024
金村　尚真,日本ハム,2.38,29,7,6,0,6,0.538,537,136.0,116,11,24,3,98,38,36,1.03,3.33,2024
アブレイユ,西武,2.39,52,2,5,28,11,0.286,202,49.0,38,1,20,3,33,17,13,1.18,3.26,2024
森原　康平,DeNA,2.41,58,2,6,29,11,0.25,247,59.2,54,3,12,1,59,18,16,1.11,2.25,2024
バルドナード,巨人,2.44,58,2,3,9,26,0.4,220,51.2,40,1,28,0,63,15,14,1.32,2.5,2024
堀田　賢慎,巨人,2.45,17,3,3,0,0,0.5,200,51.1,43,2,13,2,30,14,14,1.09,3.33,2024
徳山　壮磨,DeNA,2.45,29,1,1,0,8,0.5,125,29.1,27,1,15,0,12,10,8,1.43,4.28,2024
野村　祐輔,広島,2.45,3,0,1,0,0,0.0,46,11.0,11,1,2,0,8,4,3,1.18,3.39,2024
常廣　羽也斗,広島,2.45,2,1,0,0,0,1.0,52,11.0,15,0,4,1,7,3,3,1.73,3.21,2024
田浦　文丸,ソフトバンク,2.45,4,0,0,0,0,0.0,17,3.2,4,0,2,0,1,1,1,1.64,4.21,2024
ビーズリー,阪神,2.47,14,8,3,0,0,0.727,305,76.2,53,6,24,5,75,23,21,1.0,3.32,2024
床田　寛樹,広島,2.48,26,11,9,0,0,0.55,693,167.0,170,9,48,4,95,52,46,1.31,3.55,2024
長谷川　威展,ソフトバンク,2.49,32,4,0,0,6,1.0,108,25.1,20,1,10,0,21,7,7,1.18,2.8,2024
大関　友久,ソフトバンク,2.5,20,8,4,0,0,0.667,481,122.1,84,10,29,10,77,34,34,0.92,3.88,2024
森浦　大輔,広島,2.51,53,2,0,0,17,1.0,203,46.2,40,1,27,1,43,13,13,1.44,2.97,2024
早川　隆久,楽天,2.54,25,11,6,0,0,0.647,690,170.1,156,10,35,3,160,54,48,1.12,2.66,2024
森下　暢仁,広島,2.55,23,10,10,0,0,0.5,612,151.2,137,6,29,7,98,46,43,1.09,2.99,2024
小澤　怜史,ヤクルト,2.55,40,6,6,11,2,0.5,309,77.2,64,6,23,1,66,22,22,1.12,3.27,2024
石川　柊太,ソフトバンク,2.56,15,7,2,0,0,0.778,247,63.1,51,4,12,5,52,18,18,0.99,3.1,2024
村上　頌樹,阪神,2.58,25,7,11,0,0,0.389,635,153.2,143,7,33,2,130,57,44,1.15,2.66,2024
益田　直也,ロッテ,2.59,44,1,4,25,6,0.2,172,41.2,27,2,14,3,35,16,12,0.98,3.22,2024
ウィック,DeNA,2.6,43,5,1,1,11,0.833,193,45.0,36,3,20,1,50,16,13,1.24,3.1,2024
東　晃平,オリックス,2.61,10,3,4,0,0,0.429,242,58.2,47,3,15,6,38,18,17,1.06,3.56,2024
エスピノーザ,オリックス,2.63,22,7,9,0,0,0.438,550,133.2,122,2,48,6,113,43,39,1.27,2.84,2024
中森　俊介,ロッテ,2.63,5,1,1,0,0,0.5,103,24.0,23,0,7,1,13,7,7,1.25,3.04,2024
大江　竜聖,巨人,2.63,16,0,0,0,5,0.0,56,13.2,9,1,8,0,13,4,4,1.24,3.92,2024
伊藤　大海,日本ハム,2.65,26,14,5,0,0,0.737,710,176.1,150,14,39,3,161,60,52,1.07,3.04,2024
コルニエル,広島,2.65,16,0,0,0,0,0.0,71,17.0,15,1,7,0,14,7,5,1.29,3.47,2024
渡邉　勇太朗,西武,2.67,14,3,4,0,0,0.429,366,87.2,81,5,27,5,50,26,26,1.23,3.82,2024
加藤　貴之,日本ハム,2.7,27,10,9,0,0,0.526,672,166.2,174,15,17,1,103,55,50,1.15,3.38,2024
森　翔平,広島,2.7,5,1,3,0,0,0.25,109,26.2,25,1,4,1,17,10,8,1.09,2.78,2024
上田　大河,西武,2.7,17,0,0,0,1,0.0,99,23.1,17,2,13,0,11,7,7,1.29,4.96,2024
西　純矢,阪神,2.7,4,0,1,0,0,0.0,28,6.2,5,0,3,0,0,2,2,1.2,4.02,2024
メルセデス,ロッテ,2.71,21,4,8,0,0,0.333,502,126.1,97,12,34,2,91,45,38,1.04,3.77,2024
鈴木　健矢,日本ハム,2.74,8,1,2,0,1,0.333,90,23.0,17,3,7,1,6,7,7,1.04,5.34,2024
隅田　知一郎,西武,2.76,26,9,10,0,0,0.474,719,179.1,161,11,35,3,154,56,55,1.09,2.82,2024
井上　温大,巨人,2.76,25,8,5,0,2,0.615,413,101.0,87,5,27,3,99,33,31,1.13,2.66,2024
奥川　恭伸,ヤクルト,2.76,7,3,2,0,0,0.6,136,32.2,29,4,9,3,12,12,10,1.16,5.08,2024
及川　雅貴,阪神,2.76,9,1,3,0,0,0.25,121,29.1,25,2,10,0,23,11,9,1.19,3.36,2024
羽田　慎之介,西武,2.76,9,1,3,0,2,0.25,73,16.1,14,0,10,2,11,8,5,1.47,3.98,2024
島内　颯太郎,広島,2.77,58,11,6,0,24,0.647,238,55.1,43,2,27,2,53,20,17,1.27,3.14,2024
青山　美夏人,西武,2.78,6,1,4,0,0,0.2,139,32.1,30,3,12,0,13,12,10,1.3,4.64,2024
大竹　耕太郎,阪神,2.8,24,11,7,0,0,0.611,587,144.2,134,8,33,1,91,47,45,1.15,3.27,2024
山﨑　伊織,巨人,2.81,24,10,6,0,0,0.625,621,147.1,140,8,42,10,103,48,46,1.24,3.47,2024
島本　浩也,阪神,2.81,33,2,1,0,6,0.667,113,25.2,27,1,10,1,10,9,8,1.44,4.13,2024
松本　晴,ソフトバンク,2.81,5,2,1,0,0,0.667,63,16.0,12,1,4,1,17,5,5,1.0,2.75,2024
岸　孝之,楽天,2.83,22,6,11,0,0,0.353,590,143.1,144,13,29,2,73,52,45,1.21,3.91,2024
岡留　英貴,阪神,2.84,35,1,0,1,6,1.0,163,38.0,36,1,11,2,24,16,12,1.24,3.15,2024
松本　竜也,広島,2.84,12,0,1,0,0,0.0,50,12.2,9,1,5,0,10,4,4,1.11,3.28,2024
大貫　晋一,DeNA,2.85,15,6,7,0,0,0.462,370,88.1,78,6,24,4,58,35,28,1.15,3.64,2024
祖父江　大輔,中日,2.86,28,0,0,0,4,0.0,116,28.1,26,4,6,0,15,13,9,1.13,4.43,2024
本田　仁海,オリックス,2.86,23,2,0,0,9,1.0,92,22.0,21,1,5,1,21,7,7,1.18,2.62,2024
大津　亮介,ソフトバンク,2.87,19,7,7,0,0,0.5,470,119.1,101,11,22,1,97,38,38,1.03,3.25,2024
松本　裕樹,ソフトバンク,2.89,50,2,2,14,23,0.5,198,46.2,37,3,17,4,47,17,15,1.16,3.1,2024
ジャクソン,DeNA,2.9,25,8,7,0,0,0.533,587,143.0,109,8,51,6,121,53,46,1.12,3.29,2024
岩下　大輝,ロッテ,2.91,21,2,0,0,3,1.0,85,21.2,13,2,9,0,13,7,7,1.02,4.37,2024
藤井　聖,楽天,2.93,22,11,5,0,0,0.688,529,126.0,138,8,29,7,74,45,41,1.33,3.63,2024
ターリー,楽天,2.93,17,0,1,1,2,0.0,72,15.1,15,2,12,1,13,5,5,1.76,5.66,2024
田口　麗斗,ヤクルト,2.94,41,1,4,7,13,0.2,139,33.2,34,2,9,1,22,14,11,1.28,3.48,2024
甲斐野　央,西武,2.95,19,0,2,0,11,0.0,81,18.1,15,2,10,1,15,7,6,1.36,4.37,2024
カスティーヨ,オリックス,2.96,15,3,5,0,0,0.375,378,94.1,75,5,18,2,74,37,31,0.99,2.88,2024
玉村　昇悟,広島,2.96,15,4,5,0,0,0.444,311,76.0,77,3,11,2,58,32,25,1.16,2.62,2024
鈴木　博志,オリックス,2.97,32,1,1,0,9,0.5,166,39.1,40,4,14,2,32,14,13,1.37,3.88,2024
小野　郁,ロッテ,3.0,3,0,0,0,0,0.0,13,3.0,4,0,1,0,1,1,1,1.67,3.45,2024
畠　世周,巨人,3.0,1,0,0,0,0,0.0,10,3.0,1,1,0,0,3,1,1,0.33,5.45,2024
